title,team,location,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,url
Program Manager - SWE Infrastructure,Software and Services,,2026-06-04,200666799,apple,2026-06-04,2026-06-08,0.284,https://jobs.apple.com/en-us/details/200666799-0836/program-manager-swe-infrastructure?team=SFTWR
System Quality Manager - Vision Pro and Home,Hardware,,2026-06-04,200666303,apple,2026-06-04,2026-06-08,0.2076,https://jobs.apple.com/en-us/details/200666303-0365/system-quality-manager-vision-pro-and-home?team=HRDWR
Software/Firmware Engineering Program Manager - Beats,Hardware,,2026-06-04,200666851,apple,2026-06-04,2026-06-08,0.2419,https://jobs.apple.com/en-us/details/200666851-0836/software-firmware-engineering-program-manager-beats?team=HRDWR
"Bluetooth Firmware Engineer, Wireless Technologies & Ecosystems",Software and Services,,2026-06-04,200666184,apple,2026-06-04,2026-06-08,0.2586,https://jobs.apple.com/en-us/details/200666184-3543/bluetooth-firmware-engineer-wireless-technologies-ecosystems?team=SFTWR
"Senior Machine Learning Engineer, AI, SIML",Machine Learning and AI,,2026-06-04,200651112,apple,2026-06-04,2026-06-08,0.4094,https://jobs.apple.com/en-us/details/200651112-0836/senior-machine-learning-engineer-ai-siml?team=MLAI
SoC Security Engineer - Platform Architecture,Hardware,,2026-06-04,200666867,apple,2026-06-04,2026-06-08,0.2333,https://jobs.apple.com/en-us/details/200666867-0836/soc-security-engineer-platform-architecture?team=HRDWR
"Build & Integration Engineering Manager, Software Delivery & Technologies",Software and Services,,2026-06-04,200666260,apple,2026-06-04,2026-06-08,0.3825,https://jobs.apple.com/en-us/details/200666260-3543/build-integration-engineering-manager-software-delivery-technologies?team=SFTWR
US-Manager,Apple Retail,,2026-06-04,200666868,apple,2026-06-04,2026-06-08,0.2982,https://jobs.apple.com/en-us/details/200666868-2468/us-manager?team=APPST
"Machine Learning Research Engineer , Text Generation, Input Experience",Machine Learning and AI,,2026-06-04,200666539,apple,2026-06-04,2026-06-08,0.4075,https://jobs.apple.com/en-us/details/200666539-3337/machine-learning-research-engineer-text-generation-input-experience?team=MLAI
Secure Systems Engineer - Platform Architecture,Hardware,,2026-06-04,200666637,apple,2026-06-04,2026-06-08,0.2601,https://jobs.apple.com/en-us/details/200666637-0836/secure-systems-engineer-platform-architecture?team=HRDWR
Automation Engineer,Hardware,Various Locations within San Francisco Bay Area,2026-06-04,200666875,apple,2026-06-04,2026-06-08,0.3357,https://jobs.apple.com/en-us/details/200666875-3401/automation-engineer?team=HRDWR
"Senior QA Automation Architect, Apple Store Online",Corporate Functions,,2026-06-04,200666777,apple,2026-06-04,2026-06-08,0.3386,https://jobs.apple.com/en-us/details/200666777-0157/senior-qa-automation-architect-apple-store-online?team=CORSV
"Sr. Software Engineer, Core Location, Sensing & Connectivity",Software and Services,,2026-06-04,200630136,apple,2026-06-04,2026-06-08,0.3883,https://jobs.apple.com/en-us/details/200630136-0836/sr-software-engineer-core-location-sensing-connectivity?team=SFTWR
"Data & Analytics Engineer, AiDP",Corporate Functions,,2026-06-04,200660032,apple,2026-06-04,2026-06-07,0.4187,https://jobs.apple.com/en-us/details/200660032-0157/data-analytics-engineer-aidp?team=CORSV
"System Engineering Program Manager, Apple Watch",Hardware,,2026-06-04,200636136,apple,2026-06-04,2026-06-07,0.2381,https://jobs.apple.com/en-us/details/200636136-0836/system-engineering-program-manager-apple-watch?team=HRDWR
"Site Reliability Engineering Manager, eBusiness Services",Software and Services,,2026-06-04,200648315,apple,2026-06-04,2026-06-06,0.2769,https://jobs.apple.com/en-us/details/200648315-3956/site-reliability-engineering-manager-ebusiness-services?team=SFTWR
"Manager, QA Automation, Apple Store Online",Corporate Functions,,2026-06-04,200666779,apple,2026-06-04,2026-06-05,0.323,https://jobs.apple.com/en-us/details/200666779-0157/manager-qa-automation-apple-store-online?team=CORSV
US-Manager,Apple Retail,,2026-06-04,200661352,apple,2026-06-04,2026-06-05,0.2981,https://jobs.apple.com/en-us/details/200661352-2504/us-manager?team=APPST
"QA Automation Engineer, Apple Store Online",Corporate Functions,,2026-06-04,200666778,apple,2026-06-04,2026-06-05,0.3478,https://jobs.apple.com/en-us/details/200666778-0157/qa-automation-engineer-apple-store-online?team=CORSV
Display Module Engineer,Hardware,,2026-06-04,200666638,apple,2026-06-03,2026-06-05,0.2399,https://jobs.apple.com/en-us/details/200666638-0836/display-module-engineer?team=HRDWR
"Software Engineer - AI Agents & Automation, Maps Data Tooling",Software and Services,,2026-06-04,200663946,apple,2026-06-04,2026-06-05,0.4144,https://jobs.apple.com/en-us/details/200663946-0836/software-engineer-ai-agents-automation-maps-data-tooling?team=SFTWR
"Retail Financial Analyst, People Retail",Corporate Functions,,2026-06-04,200665715,apple,2026-06-04,2026-06-05,0.3886,https://jobs.apple.com/en-us/details/200665715-0836/retail-financial-analyst-people-retail?team=CORSV
US-Manager,Apple Retail,,2026-06-04,200666386,apple,2026-06-04,2026-06-05,0.2981,https://jobs.apple.com/en-us/details/200666386-2427/us-manager?team=APPST
"Senior Software Engineer,  Software Developer Foundation",Software and Services,,2026-06-04,200666694,apple,2026-06-04,2026-06-05,0.3531,https://jobs.apple.com/en-us/details/200666694-0836/senior-software-engineer-software-developer-foundation?team=SFTWR
"Sr. Manager, Internal Tools & Operations, WW Marketplace Platforms & Technologies",Marketing,,2026-06-04,200665944,apple,2026-06-04,2026-06-05,0.3313,https://jobs.apple.com/en-us/details/200665944-0836/sr-manager-internal-tools-operations-ww-marketplace-platforms-technologies?team=MKTG
"Senior machine learning platform engineer, Evaluation & Privacy",Software and Services,,2026-06-04,200666705,apple,2026-06-04,2026-06-05,0.4303,https://jobs.apple.com/en-us/details/200666705-0836/senior-machine-learning-platform-engineer-evaluation-privacy?team=SFTWR
Worldwide Retail Visual Merchandiser,Corporate Functions,,2026-06-04,200649423,apple,2026-06-04,2026-06-05,0.3166,https://jobs.apple.com/en-us/details/200649423-0836/worldwide-retail-visual-merchandiser?team=CORSV
Merchandising Operations Planner,Corporate Functions,,2026-06-04,200666407,apple,2026-06-04,2026-06-05,0.3073,https://jobs.apple.com/en-us/details/200666407-0836/merchandising-operations-planner?team=CORSV
"Large Machine Learning Model Optimization Engineer, SIML",Software and Services,,2026-06-04,200626700,apple,2026-06-04,2026-06-05,0.4377,https://jobs.apple.com/en-us/details/200626700-3337/large-machine-learning-model-optimization-engineer-siml?team=SFTWR
US-Business Pro,Apple Retail,,2026-06-04,200664014,apple,2026-06-04,2026-06-05,0.2848,https://jobs.apple.com/en-us/details/200664014-2483/us-business-pro?team=APPST
Vision Pro Display Technology Engineer,Hardware,,2026-06-04,200666698,apple,2026-06-03,2026-06-05,0.2646,https://jobs.apple.com/en-us/details/200666698-3956/vision-pro-display-technology-engineer?team=HRDWR
US-Lead,Apple Retail,,2026-06-04,200638990,apple,2026-06-04,2026-06-05,0.2565,https://jobs.apple.com/en-us/details/200638990-2742/us-lead?team=APPST
New Production and Marketing Counsel,Corporate Functions,,2026-06-04,200665887,apple,2026-06-04,2026-06-05,0.3461,https://jobs.apple.com/en-us/details/200665887-0670/new-production-and-marketing-counsel?team=CORSV
Americas Logistics- Inventory Control Manager,Operations and Supply Chain,,2026-06-04,200664971,apple,2026-06-04,2026-06-05,0.2339,https://jobs.apple.com/en-us/details/200664971-0157/americas-logistics-inventory-control-manager?team=OPMFG
Commercial & Strategy Manager (CSM) Supply Chain - Mechanical Enclosures,Operations and Supply Chain,Various Locations within San Francisco Bay Area,2026-06-04,200666783,apple,2026-06-04,2026-06-05,0.3131,https://jobs.apple.com/en-us/details/200666783-3401/commercial-strategy-manager-csm-supply-chain-mechanical-enclosures?team=OPMFG
"Senior Software Engineer, Machine Learning Infrastructure and Quality",Software and Services,,2026-06-04,200663885,apple,2026-06-04,2026-06-05,0.3864,https://jobs.apple.com/en-us/details/200663885-3337/senior-software-engineer-machine-learning-infrastructure-and-quality?team=SFTWR
"Senior Product Manager, Retail 3D Merchandising",Corporate Functions,,2026-06-04,200666125,apple,2026-06-04,2026-06-05,0.3255,https://jobs.apple.com/en-us/details/200666125-0157/senior-product-manager-retail-3d-merchandising?team=CORSV
Hardware Technologies Technical Sourcer,Corporate Functions,,2026-06-04,200663415,apple,2026-06-04,2026-06-04,0.303,https://jobs.apple.com/en-us/details/200663415-0157/hardware-technologies-technical-sourcer?team=CORSV
"Automation and Triage Engineer, Siri",Software and Services,,2026-06-03,200665456,apple,2026-06-03,2026-06-05,0.3406,https://jobs.apple.com/en-us/details/200665456-0836/automation-and-triage-engineer-siri?team=SFTWR
Cellular System Performance Characterization Engineer,Hardware,,2026-06-03,200666396,apple,2026-06-03,2026-06-05,0.2458,https://jobs.apple.com/en-us/details/200666396-3956/cellular-system-performance-characterization-engineer?team=HRDWR
"Software Engineer - Customer Systems, Information Systems & Technology (IS&T)",Software and Services,,2026-06-03,200663125,apple,2026-06-03,2026-06-05,0.4137,https://jobs.apple.com/en-us/details/200663125-3956/software-engineer-customer-systems-information-systems-technology-is-t?team=SFTWR
"Machine Learning Systems Engineer, Siri Agent Modeling",Software and Services,,2026-06-03,200620661,apple,2026-06-03,2026-06-05,0.3858,https://jobs.apple.com/en-us/details/200620661-0836/machine-learning-systems-engineer-siri-agent-modeling?team=SFTWR
AirPlay Engineering Investigations Lead,Software and Services,,2026-06-03,200660710,apple,2026-06-03,2026-06-05,0.1068,https://jobs.apple.com/en-us/details/200660710-3543/airplay-engineering-investigations-lead?team=SFTWR
Product Design Engineer - Apple Vision Pro,Hardware,,2026-06-03,200666674,apple,2026-06-03,2026-06-05,0.2927,https://jobs.apple.com/en-us/details/200666674-3543/product-design-engineer-apple-vision-pro?team=HRDWR
US-Operations Specialist,Apple Retail,,2026-06-03,200666655,apple,2026-06-03,2026-06-05,0.297,https://jobs.apple.com/en-us/details/200666655-0697/us-operations-specialist?team=APPST
"Community Specialist, Channel Retail",Sales and Business Development,,2026-06-03,200666624,apple,2026-06-03,2026-06-05,0.3363,https://jobs.apple.com/en-us/details/200666624-6246/community-specialist-channel-retail?team=SLDEV
Component Quality Engineer,Operations and Supply Chain,,2026-06-03,200665658,apple,2026-06-03,2026-06-05,0.2409,https://jobs.apple.com/en-us/details/200665658-0836/component-quality-engineer?team=OPMFG
"Software Engineer, Safari Extensions",Software and Services,,2026-06-03,200582815,apple,2026-06-03,2026-06-05,0.2505,https://jobs.apple.com/en-us/details/200582815-3543/software-engineer-safari-extensions?team=SFTWR
"PR Manager, Mac",Marketing,,2026-06-03,200665912,apple,2026-06-03,2026-06-05,0.3081,https://jobs.apple.com/en-us/details/200665912-0836/pr-manager-mac?team=MKTG
Systems Power Integrity Engineer - Apple Mac,Hardware,,2026-06-03,200666410,apple,2026-06-03,2026-06-05,0.2248,https://jobs.apple.com/en-us/details/200666410-0157/systems-power-integrity-engineer-apple-mac?team=HRDWR
"Community Specialist, Channel Retail",Sales and Business Development,,2026-06-03,200666627,apple,2026-06-03,2026-06-05,0.3363,https://jobs.apple.com/en-us/details/200666627-0959/community-specialist-channel-retail?team=SLDEV
Services Business Strategy Lead,Sales and Business Development,,2026-06-03,200666493,apple,2026-06-03,2026-06-05,0.3128,https://jobs.apple.com/en-us/details/200666493-0836/services-business-strategy-lead?team=SLDEV
Graphics (GPU) Architectural Modeling Engineer,Hardware,,2026-06-03,200657652,apple,2026-06-03,2026-06-05,0.3113,https://jobs.apple.com/en-us/details/200657652-0157/graphics-gpu-architectural-modeling-engineer?team=HRDWR
Cellular System Performance Characterization Engineer,Hardware,,2026-06-03,200666401,apple,2026-06-03,2026-06-05,0.2458,https://jobs.apple.com/en-us/details/200666401-3956/cellular-system-performance-characterization-engineer?team=HRDWR
Platform Engineer - Security (Platform Architecture),Hardware,,2026-06-03,200666621,apple,2026-06-03,2026-06-04,0.2571,https://jobs.apple.com/en-us/details/200666621-0157/platform-engineer-security-platform-architecture?team=HRDWR
Platform Architect - Security (Platform Architecture),Hardware,,2026-06-03,200666608,apple,2026-06-03,2026-06-04,0.2307,https://jobs.apple.com/en-us/details/200666608-0157/platform-architect-security-platform-architecture?team=HRDWR
Hardware Associate Engineer,Hardware,,2026-06-03,200666467,apple,2026-06-03,2026-06-04,0.3138,https://jobs.apple.com/en-us/details/200666467-3956/hardware-associate-engineer?team=HRDWR
"Platform Supply Planner, Cloud Infrastructure Business Operations",Software and Services,,2026-06-03,200665635,apple,2026-06-03,2026-06-04,0.3725,https://jobs.apple.com/en-us/details/200665635-0157/platform-supply-planner-cloud-infrastructure-business-operations?team=SFTWR
US-Manager,Apple Retail,,2026-06-03,200666593,apple,2026-06-03,2026-06-04,0.2914,https://jobs.apple.com/en-us/details/200666593-3583/us-manager?team=APPST
Operations Test Engineer,Operations and Supply Chain,Various Locations within San Francisco Bay Area,2026-06-03,200666619,apple,2026-06-03,2026-06-04,0.3148,https://jobs.apple.com/en-us/details/200666619-3401/operations-test-engineer?team=OPMFG
US-Senior Manager,Apple Retail,,2026-06-03,200666343,apple,2026-06-03,2026-06-04,0.3132,https://jobs.apple.com/en-us/details/200666343-2159/us-senior-manager?team=APPST
"Software Engineer, G&A Solutions Engineering (GSE)",Software and Services,,2026-06-03,200666196,apple,2026-06-03,2026-06-04,0.3853,https://jobs.apple.com/en-us/details/200666196-0157/software-engineer-g-a-solutions-engineering-gse?team=SFTWR
ML Software Engineer,Machine Learning and AI,,2026-06-03,200666649,apple,2026-06-03,2026-06-04,0.405,https://jobs.apple.com/en-us/details/200666649-3337/ml-software-engineer?team=MLAI
"AIML - ML Engineer, Responsible AI",Machine Learning and AI,,2026-06-03,200642026,apple,2026-06-03,2026-06-04,0.3668,https://jobs.apple.com/en-us/details/200642026-3337/aiml-ml-engineer-responsible-ai?team=MLAI
"Change Manager, AIML Data Operations",Software and Services,,2026-06-03,200662439,apple,2026-06-03,2026-06-04,0.2813,https://jobs.apple.com/en-us/details/200662439-0157/change-manager-aiml-data-operations?team=SFTWR
Senior Compliance and Automation Engineer,Software and Services,,2026-06-03,200665946,apple,2026-06-03,2026-06-04,0.3726,https://jobs.apple.com/en-us/details/200665946-3577/senior-compliance-and-automation-engineer?team=SFTWR
Machine Learning Video Processing Engineer,Hardware,,2026-06-03,200622819,apple,2026-06-01,2026-06-04,0.3581,https://jobs.apple.com/en-us/details/200622819-0836/machine-learning-video-processing-engineer?team=HRDWR
"Senior Software Engineer, Energy Services",Software and Services,,2026-06-03,200644575,apple,2026-06-03,2026-06-04,0.351,https://jobs.apple.com/en-us/details/200644575-3543/senior-software-engineer-energy-services?team=SFTWR
"Software Engineer (Customer Success), Developer Engagement",Software and Services,,2026-06-03,200666610,apple,2026-06-03,2026-06-04,0.3876,https://jobs.apple.com/en-us/details/200666610-0836/software-engineer-customer-success-developer-engagement?team=SFTWR
"iOS Location Engineer, Sensing & Connectivity",Software and Services,,2026-06-03,200666514,apple,2026-06-03,2026-06-04,0.3349,https://jobs.apple.com/en-us/details/200666514-0836/ios-location-engineer-sensing-connectivity?team=SFTWR
"CPU Performance & Workload Analysis Engineer, Platform Architecture",Hardware,,2026-06-03,200666607,apple,2026-06-03,2026-06-04,0.3411,https://jobs.apple.com/en-us/details/200666607-3760/cpu-performance-workload-analysis-engineer-platform-architecture?team=HRDWR
US-Store Leader,Apple Retail,,2026-06-03,200654402,apple,2026-06-03,2026-06-03,0.2504,https://jobs.apple.com/en-us/details/200654402-3010/us-store-leader?team=APPST
US-Manager,Apple Retail,,2026-06-03,200666095,apple,2026-06-03,2026-06-03,0.2986,https://jobs.apple.com/en-us/details/200666095-3160/us-manager?team=APPST
"Community Specialist, Channel Retail",Sales and Business Development,,2026-06-03,200666588,apple,2026-06-03,2026-06-03,0.3381,https://jobs.apple.com/en-us/details/200666588-1578/community-specialist-channel-retail?team=SLDEV
Core Audio System Software Engineer,Software and Services,,2026-06-03,200666534,apple,2026-06-03,2026-06-03,0.2836,https://jobs.apple.com/en-us/details/200666534-0836/core-audio-system-software-engineer?team=SFTWR
Senior Product Manager – Client Platform for Commerce and Messaging,Software and Services,,2026-06-03,200666473,apple,2026-06-03,2026-06-03,0.3476,https://jobs.apple.com/en-us/details/200666473-0836/senior-product-manager-client-platform-for-commerce-and-messaging?team=SFTWR
"Senior iOS Engineer, Apple Games",Software and Services,,2026-06-03,200664311,apple,2026-06-03,2026-06-03,0.2118,https://jobs.apple.com/en-us/details/200664311-0836/senior-ios-engineer-apple-games?team=SFTWR
Hardware Reliability Engineer - Apple Vision Products,Hardware,,2026-06-03,200663005,apple,2026-06-03,2026-06-03,0.2904,https://jobs.apple.com/en-us/details/200663005-0836/hardware-reliability-engineer-apple-vision-products?team=HRDWR
"Admin Team Manager, Platform Applications & Technologies",Corporate Functions,,2026-06-03,200666444,apple,2026-06-03,2026-06-03,0.34,https://jobs.apple.com/en-us/details/200666444-0836/admin-team-manager-platform-applications-technologies?team=CORSV
Front End SW Engineer - iOS / Web - iCloud,Software and Services,,2026-06-03,200665913,apple,2026-06-03,2026-06-03,0.2903,https://jobs.apple.com/en-us/details/200665913-3543/front-end-sw-engineer-ios-web-icloud?team=SFTWR
US-Technical Expert,Apple Retail,,2026-06-03,200666592,apple,2026-06-03,2026-06-03,0.2938,https://jobs.apple.com/en-us/details/200666592-2258/us-technical-expert?team=APPST
Battery Management Systems - Electrical Engineer,Hardware,,2026-06-03,200666424,apple,2026-06-03,2026-06-03,0.1735,https://jobs.apple.com/en-us/details/200666424-3543/battery-management-systems-electrical-engineer?team=HRDWR
"Engineering Project Manager, Retail & Marcom Engineering",Corporate Functions,,2026-06-03,200666185,apple,2026-06-03,2026-06-03,0.3707,https://jobs.apple.com/en-us/details/200666185-0157/engineering-project-manager-retail-marcom-engineering?team=CORSV
"Machine Learning Engineer, Proactive",Machine Learning and AI,,2026-06-03,200622577,apple,2026-06-01,2026-06-03,0.3878,https://jobs.apple.com/en-us/details/200622577-0836/machine-learning-engineer-proactive?team=MLAI
"Community Specialist, Channel Retail",Sales and Business Development,,2026-06-03,200666587,apple,2026-06-03,2026-06-03,0.3381,https://jobs.apple.com/en-us/details/200666587-6765/community-specialist-channel-retail?team=SLDEV
"Engineering Program Manager, Packaging",Hardware,,2026-06-03,200666492,apple,2026-06-03,2026-06-03,0.2627,https://jobs.apple.com/en-us/details/200666492-0157/engineering-program-manager-packaging?team=HRDWR
"Enterprise Product Marketing Manager, AI & Technical Marketing",Marketing,,2026-06-03,200662884,apple,2026-06-03,2026-06-03,0.3973,https://jobs.apple.com/en-us/details/200662884-0836/enterprise-product-marketing-manager-ai-technical-marketing?team=MKTG
"AI Software Engineer, Siri User Experiences",Software and Services,,2026-06-03,200666380,apple,2026-06-03,2026-06-03,0.3547,https://jobs.apple.com/en-us/details/200666380-0836/ai-software-engineer-siri-user-experiences?team=SFTWR
"Sr. Strategic Operations Program Manager, iPhone",Operations and Supply Chain,,2026-06-03,200664542,apple,2026-06-02,2026-06-03,0.3253,https://jobs.apple.com/en-us/details/200664542-0836/sr-strategic-operations-program-manager-iphone?team=OPMFG
"Real Estate Specialist, Global Retail Real Estate",Corporate Functions,,2026-06-03,200665952,apple,2026-06-03,2026-06-03,0.339,https://jobs.apple.com/en-us/details/200665952-0836/real-estate-specialist-global-retail-real-estate?team=CORSV
Embedded Software Infrastructure Engineer,Hardware,,2026-06-03,200666419,apple,2026-06-03,2026-06-03,0.3327,https://jobs.apple.com/en-us/details/200666419-0836/embedded-software-infrastructure-engineer?team=HRDWR
Thermal Engineer,Hardware,,2026-06-03,200666154,apple,2026-06-03,2026-06-03,0.3114,https://jobs.apple.com/en-us/details/200666154-0836/thermal-engineer?team=HRDWR
Optical System Engineer,Hardware,,2026-06-03,200666415,apple,2026-06-03,2026-06-03,0.2469,https://jobs.apple.com/en-us/details/200666415-0836/optical-system-engineer?team=HRDWR
Camera Calibration and Test Engineer,Hardware,,2026-06-03,200665660,apple,2026-06-03,2026-06-03,0.1549,https://jobs.apple.com/en-us/details/200665660-3543/camera-calibration-and-test-engineer?team=HRDWR
Camera Calibration and Test Engineer,Hardware,,2026-06-03,200665659,apple,2026-06-03,2026-06-03,0.1549,https://jobs.apple.com/en-us/details/200665659-3543/camera-calibration-and-test-engineer?team=HRDWR
Senior Corporate Paralegal,Corporate Functions,,2026-06-03,200663567,apple,2026-06-03,2026-06-03,0.3055,https://jobs.apple.com/en-us/details/200663567-0836/senior-corporate-paralegal?team=CORSV
Tools and Automation Engineer,Hardware,,2026-06-03,200661398,apple,2026-06-03,2026-06-03,0.3226,https://jobs.apple.com/en-us/details/200661398-3956/tools-and-automation-engineer?team=HRDWR
Software Engineer – Distributed Systems & Platform Engineering,Hardware,,2026-06-02,200666169,apple,2026-06-01,2026-06-03,0.3208,https://jobs.apple.com/en-us/details/200666169-0157/software-engineer-distributed-systems-platform-engineering?team=HRDWR
Software Engineer – Distributed Systems & Platform Engineering,Hardware,,2026-06-02,200666190,apple,2026-06-01,2026-06-03,0.3208,https://jobs.apple.com/en-us/details/200666190-0157/software-engineer-distributed-systems-platform-engineering?team=HRDWR
"Senior IOS Software Engineer - Image Generation, Input Experience",Software and Services,,2026-06-02,200665982,apple,2026-06-01,2026-06-03,0.2882,https://jobs.apple.com/en-us/details/200665982-0836/senior-ios-software-engineer-image-generation-input-experience?team=SFTWR
Manufacturing Process Engineer- Display,Operations and Supply Chain,,2026-06-02,200665333,apple,2026-06-02,2026-06-03,0.3392,https://jobs.apple.com/en-us/details/200665333-0836/manufacturing-process-engineer-display?team=OPMFG
Software Tools and Automation Engineer - Apple Services Engineering,Software and Services,,2026-06-02,200666145,apple,2026-06-02,2026-06-03,0.3819,https://jobs.apple.com/en-us/details/200666145-3337/software-tools-and-automation-engineer-apple-services-engineering?team=SFTWR
"Technical Program Manager, Depth",Operations and Supply Chain,,2026-06-02,200664227,apple,2026-06-02,2026-06-03,0.362,https://jobs.apple.com/en-us/details/200664227-3543/technical-program-manager-depth?team=OPMFG
Software Development Engineer in Test,Software and Services,,2026-06-02,200666150,apple,2026-06-02,2026-06-03,0.3885,https://jobs.apple.com/en-us/details/200666150-0836/software-development-engineer-in-test?team=SFTWR
Security Adoption Engineer,Software and Services,,2026-06-02,200665938,apple,2026-06-02,2026-06-03,0.2822,https://jobs.apple.com/en-us/details/200665938-3337/security-adoption-engineer?team=SFTWR
AI Security Engineer - Red Team,Software and Services,,2026-06-02,200665998,apple,2026-06-02,2026-06-03,0.3254,https://jobs.apple.com/en-us/details/200665998-3337/ai-security-engineer-red-team?team=SFTWR
SoC Design and Integration Engineer,Hardware,,2026-06-02,200666065,apple,2026-06-02,2026-06-03,0.256,https://jobs.apple.com/en-us/details/200666065-0836/soc-design-and-integration-engineer?team=HRDWR
Home Reliability Engineer,Hardware,,2026-06-02,200666156,apple,2026-06-02,2026-06-03,0.268,https://jobs.apple.com/en-us/details/200666156-2605/home-reliability-engineer?team=HRDWR
RF Hardware Assembly and Rework Technician,Hardware,,2026-06-02,200666378,apple,2026-06-02,2026-06-03,0.2267,https://jobs.apple.com/en-us/details/200666378-3956/rf-hardware-assembly-and-rework-technician?team=HRDWR
Baseband Hardware Design Engineer,Hardware,,2026-06-02,200666372,apple,2026-06-02,2026-06-03,0.1814,https://jobs.apple.com/en-us/details/200666372-3956/baseband-hardware-design-engineer?team=HRDWR
"Software Engineering Manager, Siri AI Quality",Software and Services,,2026-06-02,200666119,apple,2026-06-02,2026-06-03,0.3098,https://jobs.apple.com/en-us/details/200666119-0836/software-engineering-manager-siri-ai-quality?team=SFTWR
"Software Development Build Engineer, Apps Engineering",Software and Services,,2026-06-02,200665586,apple,2026-05-29,2026-06-03,0.3518,https://jobs.apple.com/en-us/details/200665586-0670/software-development-build-engineer-apps-engineering?team=SFTWR
Senior Legal Counsel – Health Products Deals,Corporate Functions,,2026-06-02,200660503,apple,2026-06-02,2026-06-03,0.2412,https://jobs.apple.com/en-us/details/200660503-0836/senior-legal-counsel-health-products-deals?team=CORSV
US-Business Pro,Apple Retail,,2026-06-02,200666364,apple,2026-06-02,2026-06-03,0.2822,https://jobs.apple.com/en-us/details/200666364-2258/us-business-pro?team=APPST
Machine Learning Video Algorithm Engineer,Hardware,,2026-06-02,200649940,apple,2026-06-02,2026-06-03,0.3208,https://jobs.apple.com/en-us/details/200649940-3543/machine-learning-video-algorithm-engineer?team=HRDWR
Machine Learning Video Codec Algorithm Engineer,Machine Learning and AI,,2026-06-02,200656320,apple,2026-06-02,2026-06-03,0.302,https://jobs.apple.com/en-us/details/200656320-0836/machine-learning-video-codec-algorithm-engineer?team=MLAI
"Senior Engineering Program Manager, Find My",Software and Services,,2026-06-02,200630263,apple,2026-06-02,2026-06-03,0.3741,https://jobs.apple.com/en-us/details/200630263-0836/senior-engineering-program-manager-find-my?team=SFTWR
Navigation Framework Software Development in Test (SDET) – Apple Maps,Software and Services,,2026-06-02,200636683,apple,2026-06-02,2026-06-03,0.2154,https://jobs.apple.com/en-us/details/200636683-3337/navigation-framework-software-development-in-test-sdet-apple-maps?team=SFTWR
Quality Program Manager,Hardware,,2026-06-02,200665574,apple,2026-06-02,2026-06-03,0.2708,https://jobs.apple.com/en-us/details/200665574-3956/quality-program-manager?team=HRDWR
Data Analytics Engineer - Apple Services Engineering,Software and Services,,2026-06-02,200662203,apple,2026-06-02,2026-06-03,0.4533,https://jobs.apple.com/en-us/details/200662203-0836/data-analytics-engineer-apple-services-engineering?team=SFTWR
"Senior/Staff Software Engineer, Apple Services Engineering",Software and Services,,2026-06-02,200651920,apple,2026-06-02,2026-06-03,0.3548,https://jobs.apple.com/en-us/details/200651920-3337/senior-staff-software-engineer-apple-services-engineering?team=SFTWR
"Software Engineer, Agentic Workflows",Software and Services,,2026-06-02,200666134,apple,2026-06-02,2026-06-03,0.3657,https://jobs.apple.com/en-us/details/200666134-0836/software-engineer-agentic-workflows?team=SFTWR
Display Electrical Engineer,Hardware,Various Locations within San Francisco Bay Area,2026-06-02,200666200,apple,2026-06-02,2026-06-03,0.2532,https://jobs.apple.com/en-us/details/200666200-3401/display-electrical-engineer?team=HRDWR
QA Engineer,Software and Services,,2026-06-02,200666399,apple,2026-06-02,2026-06-03,0.3178,https://jobs.apple.com/en-us/details/200666399-0836/qa-engineer?team=SFTWR
RF Passive Design Engineer,Hardware,,2026-06-02,200665279,apple,2026-06-02,2026-06-03,0.1731,https://jobs.apple.com/en-us/details/200665279-3543/rf-passive-design-engineer?team=HRDWR
Analog Layout Engineer,Hardware,,2026-06-02,200665257,apple,2026-06-02,2026-06-03,0.2202,https://jobs.apple.com/en-us/details/200665257-0157/analog-layout-engineer?team=HRDWR
"Senior Software Engineer, Identity",Software and Services,,2026-06-02,200654515,apple,2026-06-01,2026-06-03,0.3471,https://jobs.apple.com/en-us/details/200654515-0953/senior-software-engineer-identity?team=SFTWR
"Wi-Fi Software Engineer, Wireless Technologies & Ecosystems",Software and Services,,2026-06-02,200666337,apple,2026-06-03,2026-06-03,0.306,https://jobs.apple.com/en-us/details/200666337-0836/wi-fi-software-engineer-wireless-technologies-ecosystems?team=SFTWR
Agentic AI Product Manager,Sales and Business Development,,2026-06-02,200664473,apple,2026-06-02,2026-06-03,0.3446,https://jobs.apple.com/en-us/details/200664473-0157/agentic-ai-product-manager?team=SLDEV
Camera Tuning & Image Quality Engineer,Software and Services,Various Locations within San Francisco Bay Area,2026-06-02,200666140,apple,2026-06-02,2026-06-03,0.2151,https://jobs.apple.com/en-us/details/200666140-3401/camera-tuning-image-quality-engineer?team=SFTWR
"Forward Deployed Engineer, Maps Client QE Intelligence",Software and Services,,2026-06-02,200647290,apple,2026-06-02,2026-06-03,0.3052,https://jobs.apple.com/en-us/details/200647290-0836/forward-deployed-engineer-maps-client-qe-intelligence?team=SFTWR
