title,team,location,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,country,url,description,department,commitment,workplace_type,description_body,additional,lists
Backend Engineer - Podcast,Podcast,"New York, NY",2026-05-29,74253bb3-914d-453f-bb66-8b1eab89e6e6,spotify,2026-06-05,2026-06-08,0.3079,US,https://jobs.lever.co/spotify/74253bb3-914d-453f-bb66-8b1eab89e6e6,"Spotify's Podcast Mission is building the platform that powers how podcasts and video podcasts reach hundreds of millions of listeners. We're responsible for the backend infrastructure that enables creators and large podcast networks to publish, manage, and distribute content on Spotify at scale.
In this role, you will take ownership of backend systems that are central to Spotify's podcast ecosystem. You will work closely with other backend engineers, fullstack engineers, SREs, and cross-functional partners to design, build, and operate services that handle high-throughput content ingestion, support podcast content management systems, and power the tooling that internal teams rely on daily.",Engineering,Permanent,remote,"Spotify's Podcast Mission is building the platform that powers how podcasts and video podcasts reach hundreds of millions of listeners. We're responsible for the backend infrastructure that enables creators and large podcast networks to publish, manage, and distribute content on Spotify at scale.
In this role, you will take ownership of backend systems that are central to Spotify's podcast ecosystem. You will work closely with other backend engineers, fullstack engineers, SREs, and cross-functional partners to design, build, and operate services that handle high-throughput content ingestion, support podcast content management systems, and power the tooling that internal teams rely on daily.","Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.
 
At Spotify, we are passionate about inclusivity and making sure our entire recruitment process is accessible to everyone. We have ways to request reasonable accommodations during the interview process and help assist in what you need. If you need accommodations at any stage of the application or interview process, please let us know - we’re here to support you in any way we can.","What You’ll Do:
Design and build backend services that support podcast and video podcast content ingestion, management, and administration at scale.
Own and operate high-availability systems, ensuring they are reliable, observable, and easy to maintain in production.
Collaborate with SREs, other backend engineers, and cross-functional partners such as customer support and product managers to understand requirements and deliver effective solutions.
Build and maintain integrations that support the podcast distribution API and content management systems.
Drive operational excellence through better monitoring, alerting, automation, and incident response practices.
Contribute to the technical direction of the platform, including evaluating AI-powered approaches to automate operational workflows.

Who You Are:
You have experience building and maintaining backend services in production, with a focus on reliability, scalability, and operational readiness.
You have strong proficiency in Ruby or Java, with experience designing and operating services in at least one of these languages. Experience with Node.js is a plus.
You have hands-on experience with relational databases, including schema design, query optimization, and operating databases at scale.
You understand what it takes to run high-availability systems: monitoring, alerting, graceful degradation, and incident response are familiar territory.
You care about engineering best practices and want to build systems that are well-tested, well-documented, and easy to operate.
You enjoy collaborating in a team environment and working closely with stakeholders to understand real-world problems and deliver practical solutions.
You embrace AI-native development practices, using AI tools to accelerate your workflow and improve code quality.
You are curious about applying AI-powered or agent-based approaches to improve backend, support, or operational workflows.

Where You’ll Be:
This role is based in New York.
We offer you the flexibility to work where you work best! There will be some in person
meetings, but still allows for flexibility to work from home."
"Manager, Production - Brazil",Marketing,São Paulo,2026-05-29,515c4bcb-f25d-49af-8cb0-9574a694a6f8,spotify,2026-06-05,2026-06-08,0.2147,BR,https://jobs.lever.co/spotify/515c4bcb-f25d-49af-8cb0-9574a694a6f8,"Spotify’s Marketing team in Latin America helps shape how Spotify shows up across the region through culture, creativity, and storytelling. We create work that feels authentic, locally relevant, and connected to the artists, creators, and fans who make Spotify unique.
Based in São Paulo, and working closely with teams across Latin America, this role will lead production for brand initiatives in Mexico, ensuring creative ideas are delivered with excellence from concept through execution. You’ll combine strong creative judgment with operational expertise to bring impactful work to life while balancing quality, timelines, and budgets.",Markets and Subscriber Growth,Permanent,onsite,"Spotify’s Marketing team in Latin America helps shape how Spotify shows up across the region through culture, creativity, and storytelling. We create work that feels authentic, locally relevant, and connected to the artists, creators, and fans who make Spotify unique.
Based in São Paulo, and working closely with teams across Latin America, this role will lead production for brand initiatives in Mexico, ensuring creative ideas are delivered with excellence from concept through execution. You’ll combine strong creative judgment with operational expertise to bring impactful work to life while balancing quality, timelines, and budgets.","Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.
 
At Spotify, we are passionate about inclusivity and making sure our entire recruitment process is accessible to everyone. We have ways to request reasonable accommodations during the interview process and help assist in what you need. If you need accommodations at any stage of the application or interview process, please let us know - we’re here to support you in any way we can.","What You'll Do:
Lead end-to-end production for Spotify’s brand and marketing initiatives in Brazil, from initial scoping and planning through final delivery.
Oversee production across multiple formats, including video, photography, live experiences, events, digital content, and on-platform activations.
Partner closely with Marketing and Creative teams to translate briefs into clear production plans, timelines, budgets, and deliverables.
Create structure around project intake, prioritization, and resource planning to help teams focus on the highest-impact work.
Build and manage relationships with production companies, creative vendors, directors, artists, designers, and other external partners.
Identify culturally relevant collaborators who help elevate Spotify’s creative work and strengthen local market relevance.
Guide talent and partner selection by balancing creative ambition, operational excellence, scalability, and budget considerations.
Own production budgets, schedules, contracts, estimates, and project tracking, ensuring projects are delivered on brief, on budget, and on time.
Establish and continuously improve production workflows, quality standards, and delivery processes for the Mexico market.
Proactively identify risks, solve problems early, and make thoughtful trade-offs when timelines, scope, and budget priorities compete.

Who You Are:
You have significant experience leading creative production within brand marketing, entertainment, music, media, or cultural marketing environments.
You know how to manage complex creative productions from planning through execution while maintaining high-quality standards.
You are experienced in overseeing budgets, contracts, production schedules, project plans, and vendor relationships.
You have a strong understanding of creative development processes and can effectively partner with both creative and business stakeholders.
You care about delivering inclusive, culturally relevant work that resonates with local audiences.
You communicate clearly, build trust quickly, and create alignment across cross-functional teams and external partners.
You have a track record of managing multiple priorities while maintaining attention to detail and delivering results.
You exercise sound judgment, stay calm under pressure, and adapt effectively when priorities change

Where You'll Be:
This role is based in São Paulo, Brazil.
We offer you the flexibility to work where you work best! There will be some in person meetings, but still allows for flexibility to work from home. We ask that you come in at least 2-3 times per week."
"Manager, Production - Mexico",Marketing,Mexico City,2026-05-29,5a5f6c09-4b9c-4c66-99c4-fcba60a2d2c8,spotify,2026-06-05,2026-06-08,0.2174,MX,https://jobs.lever.co/spotify/5a5f6c09-4b9c-4c66-99c4-fcba60a2d2c8,"Spotify’s Marketing team in Latin America helps shape how Spotify shows up across the region through culture, creativity, and storytelling. We create work that feels authentic, locally relevant, and connected to the artists, creators, and fans who make Spotify unique.
Based in Mexico City and working closely with teams across Latin America, this role will lead production for brand initiatives in Mexico, ensuring creative ideas are delivered with excellence from concept through execution. You’ll combine strong creative judgment with operational expertise to bring impactful work to life while balancing quality, timelines, and budgets.",Markets and Subscriber Growth,Permanent,onsite,"Spotify’s Marketing team in Latin America helps shape how Spotify shows up across the region through culture, creativity, and storytelling. We create work that feels authentic, locally relevant, and connected to the artists, creators, and fans who make Spotify unique.
Based in Mexico City and working closely with teams across Latin America, this role will lead production for brand initiatives in Mexico, ensuring creative ideas are delivered with excellence from concept through execution. You’ll combine strong creative judgment with operational expertise to bring impactful work to life while balancing quality, timelines, and budgets.","Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.
 
At Spotify, we are passionate about inclusivity and making sure our entire recruitment process is accessible to everyone. We have ways to request reasonable accommodations during the interview process and help assist in what you need. If you need accommodations at any stage of the application or interview process, please let us know - we’re here to support you in any way we can.","What You'll Do:
Lead end-to-end production for Spotify’s brand and marketing initiatives in Mexico, from initial scoping and planning through final delivery.
Oversee production across multiple formats, including video, photography, live experiences, events, digital content, and on-platform activations.
Partner closely with Marketing and Creative teams to translate briefs into clear production plans, timelines, budgets, and deliverables.
Create structure around project intake, prioritization, and resource planning to help teams focus on the highest-impact work.
Build and manage relationships with production companies, creative vendors, directors, artists, designers, and other external partners.
Identify culturally relevant collaborators who help elevate Spotify’s creative work and strengthen local market relevance.
Guide talent and partner selection by balancing creative ambition, operational excellence, scalability, and budget considerations.
Own production budgets, schedules, contracts, estimates, and project tracking, ensuring projects are delivered on brief, on budget, and on time.
Establish and continuously improve production workflows, quality standards, and delivery processes for the Mexico market.
Proactively identify risks, solve problems early, and make thoughtful trade-offs when timelines, scope, and budget priorities compete.

Who You Are:
You have significant experience leading creative production within brand marketing, entertainment, music, media, or cultural marketing environments.
You know how to manage complex creative productions from planning through execution while maintaining high-quality standards.
You are experienced in overseeing budgets, contracts, production schedules, project plans, and vendor relationships.
You have a strong understanding of creative development processes and can effectively partner with both creative and business stakeholders.
You care about delivering inclusive, culturally relevant work that resonates with local audiences.
You communicate clearly, build trust quickly, and create alignment across cross-functional teams and external partners.
You have a track record of managing multiple priorities while maintaining attention to detail and delivering results.
You exercise sound judgment, stay calm under pressure, and adapt effectively when priorities change

Where You'll Be:
This role is based in Mexico City, Mexico.
We offer you the flexibility to work where you work best! There will be some in person meetings, but still allows for flexibility to work from home. We ask that you come in at least 2-3 times per week."
"Consumer Marketing Manager, East Africa",Marketing,Nairobi,2026-05-28,d4479186-6d5f-4c62-837b-474a78c65e3f,spotify,2026-06-05,2026-06-08,0.2574,KE,https://jobs.lever.co/spotify/d4479186-6d5f-4c62-837b-474a78c65e3f,"Spotify’s Marketing team is focused on connecting artists and creators with fans in ways that feel authentic, culturally relevant, and impactful. As part of the broader Markets & Subscriber Growth organization, this team helps grow Spotify’s presence across emerging and high-growth markets by developing locally resonant campaigns that drive acquisition, engagement, and retention. In this role, you’ll work across East Africa and selected Sub-Saharan African markets, partnering closely with global and regional teams to shape how Spotify shows up for listeners every day.
 
This position is available through a third party as a Long-Term Contractor.",Marketing,Full Time Contractor,hybrid,"Spotify’s Marketing team is focused on connecting artists and creators with fans in ways that feel authentic, culturally relevant, and impactful. As part of the broader Markets & Subscriber Growth organization, this team helps grow Spotify’s presence across emerging and high-growth markets by developing locally resonant campaigns that drive acquisition, engagement, and retention. In this role, you’ll work across East Africa and selected Sub-Saharan African markets, partnering closely with global and regional teams to shape how Spotify shows up for listeners every day.
 
This position is available through a third party as a Long-Term Contractor.","Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.
 
At Spotify, we are passionate about inclusivity and making sure our entire recruitment process is accessible to everyone. We have ways to request reasonable accommodations during the interview process and help assist in what you need. If you need accommodations at any stage of the application or interview process, please let us know - we’re here to support you in any way we can.
 
Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service.","What You'll Do:
Lead consumer marketing campaigns across East Africa, while supporting culturally relevant campaigns in additional Sub-Saharan African markets
Partner with cross-functional teams across marketing, music, partnerships, media, analytics, and creative to bring campaigns to life from strategy through execution
Use on-platform and off-platform insights to identify audience behaviors, market opportunities, and growth drivers that inform marketing strategy
Develop clear creative and media briefs in collaboration with internal stakeholders and external agency partners
Drive acquisition, engagement, and retention initiatives for both Free and Premium audiences
Identify and activate local partnerships, creators, agencies, and cultural touchpoints that strengthen brand awareness and consumer consideration
Analyze campaign performance and translate learnings into actionable recommendations for future programs and market strategies
Adapt global marketing initiatives to ensure they resonate locally across diverse consumer audiences and market contexts
Support local music and cultural marketing moments in partnership with internal teams and regional collaborators

Who You Are:
You have a minimum of 4+ years of experience in consumer marketing, brand marketing, or campaign management within East Africa
You have experience working across multiple Sub-Saharan African markets or regional campaigns
You are experienced in brand strategy, consumer insights, digital marketing, media, and/or project management
You have delivered impactful campaigns within digital businesses, FMCG, retail, entertainment, or technology environments
You know how to translate consumer and cultural insights into effective marketing strategies and campaigns
You are comfortable working with data and performance metrics to evaluate success and optimize marketing effectiveness
You can manage multiple priorities simultaneously while maintaining strong attention to detail and execution quality
You are a collaborative partner who works effectively across teams, agencies, and stakeholders with different perspectives and priorities
You have a proactive, solutions-oriented mindset and are comfortable operating in fast-moving environments
You care deeply about culture, storytelling, and creating experiences that resonate authentically with local audiences

Where You'll Be:
This role is based in Nairobi, Kenya
This position is available through a third party as a Long-Term Contractor"
Staff Engineer - Content Intelligence Infrastructure,Experience,"New York, NY",2026-05-28,cb31f2e9-7218-42b0-91f0-afe0ca6a0fef,spotify,2026-06-05,2026-06-08,0.3248,US,https://jobs.lever.co/spotify/cb31f2e9-7218-42b0-91f0-afe0ca6a0fef,"The Experience team designs Spotify’s consumer experience—end to end, moment to moment, across every screen, platform, and partner integration. Our mission is to make listening feel effortless, personal, and joyful for billions of users around the world. That means turning complexity into clarity across hundreds of touchpoints—from our mobile and desktop apps to the smart speakers, TVs, cars, and integrations where Spotify shows up every day. If it touches a consumer, we shape it. We bring deep insight into human behavior, design, and technology to craft experiences that feel intuitive, expressive, and unmistakably Spotify.
The Content Intelligence Product Area is a core part of Spotify’s Content Platform within the Experience mission. We build systems that create deep, machine-readable understanding of content across audio, video, text, and images before it reaches users. This enables automation, safety, and entirely new product experiences. Our work powers content enrichment, quality analysis, annotation platforms, and scalable intelligence systems that allow teams across Spotify to build without needing direct content understanding expertise.
We’re now looking for a Staff Engineer to help build and scale foundational infrastructure powering content understanding across Spotify. This role sits at the intersection of backend systems, ML infrastructure, distributed data systems, and AI-enabled platform capabilities. You’ll help shape infrastructure strategy across the product area while partnering with senior engineers, product leaders, and cross-functional teams to execute on long-term technical investments.",Engineering,Permanent,hybrid,"The Experience team designs Spotify’s consumer experience—end to end, moment to moment, across every screen, platform, and partner integration. Our mission is to make listening feel effortless, personal, and joyful for billions of users around the world. That means turning complexity into clarity across hundreds of touchpoints—from our mobile and desktop apps to the smart speakers, TVs, cars, and integrations where Spotify shows up every day. If it touches a consumer, we shape it. We bring deep insight into human behavior, design, and technology to craft experiences that feel intuitive, expressive, and unmistakably Spotify.
The Content Intelligence Product Area is a core part of Spotify’s Content Platform within the Experience mission. We build systems that create deep, machine-readable understanding of content across audio, video, text, and images before it reaches users. This enables automation, safety, and entirely new product experiences. Our work powers content enrichment, quality analysis, annotation platforms, and scalable intelligence systems that allow teams across Spotify to build without needing direct content understanding expertise.
We’re now looking for a Staff Engineer to help build and scale foundational infrastructure powering content understanding across Spotify. This role sits at the intersection of backend systems, ML infrastructure, distributed data systems, and AI-enabled platform capabilities. You’ll help shape infrastructure strategy across the product area while partnering with senior engineers, product leaders, and cross-functional teams to execute on long-term technical investments.",,"What You'll Do:
Lead the design and evolution of data, backend and ML infrastructure systems powering Spotify’s content intelligence capabilities
Build scalable infrastructure for multimodal content processing across audio, video, text, and image understanding pipelines
Partner closely with Product Managers, Engineering Managers, and senior engineers to shape technical strategy across the Content Intelligence Product Area
Drive architectural decisions across distributed systems, ML infrastructure, data processing platforms, and platform reliability
Improve infrastructure supporting AI and LLM-enabled workflows, including podcast and audiobook transcript processing, metadata enrichment, and content understanding systems
Develop reliable and cost-efficient systems for high-throughput content processing and real-time intelligence use cases
Collaborate across organizational boundaries to drive alignment, technical quality, and long-term platform investments
Mentor engineers and contribute to raising the engineering bar across the organization

Who You Are:
You have extensive experience building and scaling large-scale backend and infrastructure systems in distributed environments
You have strong technical judgment and can balance scalability, reliability, cost, and product needs effectively
You have strong programming experience in Java, Python, and/or Scala
You understand the challenges of building systems that process high-volume multimedia or real-time workloads
You have worked with systems and products that use AI and LLMs at large scale and can demonstrate direct experience in building such products. You can demonstrate a good understanding of the quality scale and cost trade-offs of these technologies.
You are comfortable operating in ambiguous, fast-moving environments and helping shape technical direction from the ground up
You communicate effectively across engineering, product, and leadership stakeholders
You have experience leading complex technical initiatives that span multiple teams or organizational areas
You care deeply about collaboration, mentorship, and creating alignment across teams
Exposure to search infrastructure, recommendation systems, or audio processing systems is a strong plus
Experience working in startup environments or early-stage product areas where ownership and adaptability are critical is highly valued

Where You'll Be:
This role is based in New York
We offer you the flexibility to work where you work best! There will be some in person meetings, but still allows for flexibility to work from home."
Staff Engineer - Content Intelligence Infrastructure,Experience,London; Stockholm,2026-05-28,0841fdc0-1702-4ef6-b665-8a825112696c,spotify,2026-06-05,2026-06-08,0.3191,GB,https://jobs.lever.co/spotify/0841fdc0-1702-4ef6-b665-8a825112696c,"The Experience team designs Spotify’s consumer experience—end to end, moment to moment, across every screen, platform, and partner integration. Our mission is to make listening feel effortless, personal, and joyful for billions of users around the world. That means turning complexity into clarity across hundreds of touchpoints—from our mobile and desktop apps to the smart speakers, TVs, cars, and integrations where Spotify shows up every day. If it touches a consumer, we shape it. We bring deep insight into human behavior, design, and technology to craft experiences that feel intuitive, expressive, and unmistakably Spotify.
The Content Intelligence Product Area is a core part of Spotify’s Content Platform within the Experience mission. We build systems that create deep, machine-readable understanding of content across audio, video, text, and images before it reaches users. This enables automation, safety, and entirely new product experiences. Our work powers content enrichment, quality analysis, annotation platforms, and scalable intelligence systems that allow teams across Spotify to build without needing direct content understanding expertise.
We’re now looking for a Staff Engineer to help build and scale foundational infrastructure powering content understanding across Spotify. This role sits at the intersection of backend systems, ML infrastructure, distributed data systems, and AI-enabled platform capabilities. You’ll help shape infrastructure strategy across the product area while partnering with senior engineers, product leaders, and cross-functional teams to execute on long-term technical investments.",Engineering,Permanent,hybrid,"The Experience team designs Spotify’s consumer experience—end to end, moment to moment, across every screen, platform, and partner integration. Our mission is to make listening feel effortless, personal, and joyful for billions of users around the world. That means turning complexity into clarity across hundreds of touchpoints—from our mobile and desktop apps to the smart speakers, TVs, cars, and integrations where Spotify shows up every day. If it touches a consumer, we shape it. We bring deep insight into human behavior, design, and technology to craft experiences that feel intuitive, expressive, and unmistakably Spotify.
The Content Intelligence Product Area is a core part of Spotify’s Content Platform within the Experience mission. We build systems that create deep, machine-readable understanding of content across audio, video, text, and images before it reaches users. This enables automation, safety, and entirely new product experiences. Our work powers content enrichment, quality analysis, annotation platforms, and scalable intelligence systems that allow teams across Spotify to build without needing direct content understanding expertise.
We’re now looking for a Staff Engineer to help build and scale foundational infrastructure powering content understanding across Spotify. This role sits at the intersection of backend systems, ML infrastructure, distributed data systems, and AI-enabled platform capabilities. You’ll help shape infrastructure strategy across the product area while partnering with senior engineers, product leaders, and cross-functional teams to execute on long-term technical investments.",,"What You'll Do:
Lead the design and evolution of data, backend and ML infrastructure systems powering Spotify’s content intelligence capabilities
Build scalable infrastructure for multimodal content processing across audio, video, text, and image understanding pipelines
Partner closely with Product Managers, Engineering Managers, and senior engineers to shape technical strategy across the Content Intelligence Product Area
Drive architectural decisions across distributed systems, ML infrastructure, data processing platforms, and platform reliability
Improve infrastructure supporting AI and LLM-enabled workflows, including podcast and audiobook transcript processing, metadata enrichment, and content understanding systems
Develop reliable and cost-efficient systems for high-throughput content processing and real-time intelligence use cases
Collaborate across organizational boundaries to drive alignment, technical quality, and long-term platform investments
Mentor engineers and contribute to raising the engineering bar across the organization

Who You Are:
You have extensive experience building and scaling large-scale backend and infrastructure systems in distributed environments
You have strong technical judgment and can balance scalability, reliability, cost, and product needs effectively
You have strong programming experience in Java, Python, and/or Scala
You understand the challenges of building systems that process high-volume multimedia or real-time workloads
You have worked with systems and products that use AI and LLMs at large scale and can demonstrate direct experience in building such products. You can demonstrate a good understanding of the quality scale and cost trade-offs of these technologies.
You are comfortable operating in ambiguous, fast-moving environments and helping shape technical direction from the ground up
You communicate effectively across engineering, product, and leadership stakeholders
You have experience leading complex technical initiatives that span multiple teams or organizational areas
You care deeply about collaboration, mentorship, and creating alignment across teams
Exposure to search infrastructure, recommendation systems, or audio processing systems is a strong plus
Experience working in startup environments or early-stage product areas where ownership and adaptability are critical is highly valued

Where You'll Be:
This role is based in London or Stockholm
We offer you the flexibility to work where you work best! There will be some in person meetings, but still allows for flexibility to work from home."
Senior Machine Learning Engineer - Enrichment & Content Intelligence,Experience,"New York, NY",2026-05-28,159e823e-5a29-4222-94bb-40e97f63cc93,spotify,2026-06-05,2026-06-08,0.3474,US,https://jobs.lever.co/spotify/159e823e-5a29-4222-94bb-40e97f63cc93,"The Experience team designs Spotify’s consumer experience—end to end, moment to moment, across every screen, platform, and partner integration. Our mission is to make listening feel effortless, personal, and joyful for billions of users around the world. That means turning complexity into clarity across hundreds of touchpoints—from our mobile and desktop apps to the smart speakers, TVs, cars, and integrations where Spotify shows up every day. If it touches a consumer, we shape it. We bring deep insight into human behavior, design, and technology to craft experiences that feel intuitive, expressive, and unmistakably Spotify.
The Enrichment & Content Intelligence team sits within Content Platform in the Experience Mission. We build the metadata-resolution and content-enrichment infrastructure that powers how Spotify understands music and video content at global scale. Our systems help answer foundational questions across the platform: which tracks are the same recording, which music videos match which audio tracks, who wrote and performed a song, and how content relationships connect across Spotify’s catalog.
Our infrastructure powers products and experiences used by millions of listeners, artists, and creators every day. From recommendations and charts to royalties and artist tooling, the work we do directly shapes how content is understood and surfaced across Spotify.
We’re looking for a Senior Machine Learning Engineer to help evolve the machine learning systems behind Recording Groups, Music Video Resolution, SongDNA, and the Music Knowledge Graph. This role sits at the intersection of multimodal machine learning, entity resolution, and production-scale engineering, with opportunities to work across audio, video, and metadata understanding problems at massive scale.",Engineering,Permanent,hybrid,"The Experience team designs Spotify’s consumer experience—end to end, moment to moment, across every screen, platform, and partner integration. Our mission is to make listening feel effortless, personal, and joyful for billions of users around the world. That means turning complexity into clarity across hundreds of touchpoints—from our mobile and desktop apps to the smart speakers, TVs, cars, and integrations where Spotify shows up every day. If it touches a consumer, we shape it. We bring deep insight into human behavior, design, and technology to craft experiences that feel intuitive, expressive, and unmistakably Spotify.
The Enrichment & Content Intelligence team sits within Content Platform in the Experience Mission. We build the metadata-resolution and content-enrichment infrastructure that powers how Spotify understands music and video content at global scale. Our systems help answer foundational questions across the platform: which tracks are the same recording, which music videos match which audio tracks, who wrote and performed a song, and how content relationships connect across Spotify’s catalog.
Our infrastructure powers products and experiences used by millions of listeners, artists, and creators every day. From recommendations and charts to royalties and artist tooling, the work we do directly shapes how content is understood and surfaced across Spotify.
We’re looking for a Senior Machine Learning Engineer to help evolve the machine learning systems behind Recording Groups, Music Video Resolution, SongDNA, and the Music Knowledge Graph. This role sits at the intersection of multimodal machine learning, entity resolution, and production-scale engineering, with opportunities to work across audio, video, and metadata understanding problems at massive scale.","The United States base range for this position is $184,049–262,928 USD, plus equity. The benefits available for this position include health insurance, six-month paid parental leave, 401(k) retirement plan, monthly meal allowance, 23 paid days off, paid flexible holidays, and paid sick leave. These ranges may be modified in the future.","What You'll Do:
Own and evolve large-scale ML pipelines powering Spotify’s content-resolution systems
Lead development of multimodal embedding frameworks supporting multimodal understanding, music video matching, SongDNA
Improve entity-resolution systems across music and video content, helping Spotify better understand relationships between recordings, versions, and content formats
Design and run experiments to improve precision, recall, and overall content-quality outcomes using offline evaluation, golden datasets, A/B testing, and impact analysis
Build scalable ML evaluation and monitoring infrastructure, including standardized datasets, retraining workflows, and continuous improvement systems
Contribute to the evolution of the Music Knowledge Graph by improving production ML capabilities, observability, and model lifecycle management
Partner closely with Product Managers, Data Scientists, and engineering teams across Content Platform and the wider Experience Mission
Help shape technical strategy for the squad and contribute to long-term ML direction across the product area
Mentor engineers and contribute to a strong culture of technical collaboration and experimentation

Who You Are:
You have solid experience building, deploying, and maintaining machine learning systems in production at scale
You have strong experience training, evaluating, and operating ML models using modern frameworks such as PyTorch or TensorFlow
You have experience working with multimodal machine learning systems across audio, computer vision, text embeddings, or related domains
You understand entity resolution, deduplication, record linkage, or large-scale matching problems, ideally across multiple content modalities
You know how to design evaluation systems that balance model quality, operational performance, and real-world impact
You are experienced working with large-scale distributed data processing systems and ML infrastructure
You communicate effectively across engineering, product, and data science stakeholders
You are comfortable leading technical initiatives and influencing engineering direction within a team
Experience with Scio, Dataflow, Flyte, BigQuery, or similar distributed processing frameworks is a plus
Experience with Scala is a plus
Experience with computer vision, video understanding, multimodal embeddings, or recommendation systems is a strong plus

Where You'll Be:
This role is based in New York City
We offer you the flexibility to work where you work best! There will be some in person meetings, but still allows for flexibility to work from home."
Senior Product Manager – Financial Engineering - Tax Solutions,FinE,London; Stockholm,2026-05-27,cc21db45-9354-496b-b1a1-d5f293c4feb8,spotify,2026-06-05,2026-06-08,0.3416,GB,https://jobs.lever.co/spotify/cc21db45-9354-496b-b1a1-d5f293c4feb8,"The Platform team creates the technology that enables Spotify to learn quickly and scale easily, enabling rapid growth in our users and our business around the globe. Spanning many disciplines, we work to make the business work; creating the infrastructure, tooling, frameworks, and capabilities needed to welcome a billion customers.
At Spotify, our Financial Engineering teams build and scale the internal systems that power global financial operations across a rapidly evolving business. Within the FinE Alliance, you’ll work closely with Tax, Treasury, Accounting, and Engineering partners to shape products that enable operational excellence, compliance, and automation at global scale. This role sits at the intersection of finance, product strategy, enterprise systems, and engineering, helping Spotify continuously improve how financial processes operate across regions and regulatory environments.",Product,Permanent,hybrid,"The Platform team creates the technology that enables Spotify to learn quickly and scale easily, enabling rapid growth in our users and our business around the globe. Spanning many disciplines, we work to make the business work; creating the infrastructure, tooling, frameworks, and capabilities needed to welcome a billion customers.
At Spotify, our Financial Engineering teams build and scale the internal systems that power global financial operations across a rapidly evolving business. Within the FinE Alliance, you’ll work closely with Tax, Treasury, Accounting, and Engineering partners to shape products that enable operational excellence, compliance, and automation at global scale. This role sits at the intersection of finance, product strategy, enterprise systems, and engineering, helping Spotify continuously improve how financial processes operate across regions and regulatory environments.",,"What You'll Do:
Partner closely with Tax teams to agree on vision, strategy and roadmap, as well as understand tax processes, compliance requirements, reporting needs, and risk areas.
Own the product strategy and roadmap for Spotify’s tax technology ecosystem, balancing internal platform development with third-party SaaS solutions.
Drive discovery, prioritization, and execution across financial engineering initiatives that support tax operations, treasury processes, and regulatory reporting.
Translate complex financial and regulatory requirements into intuitive product experiences and actionable technical requirements.
Collaborate with Engineering, Data, Platform, and Finance teams to deliver secure, scalable, and well-integrated solutions.
Lead cross-functional conversations around trade-offs, dependencies, and long-term platform strategy while maintaining momentum on iterative delivery.
Partner with external vendors and SaaS providers to ensure reliable integrations, system performance, and operational continuity.
Build strong relationships across Finance leadership and become a trusted advisor on product direction, risks, and delivery planning.
Improve visibility, controls, and data quality across tax-related systems and workflows.
Champion user-centric product thinking while ensuring enterprise-grade governance, auditability, and scalability.

Who You Are:
You have experience building or managing products within accounting, tax technology, fintech, ERP, or enterprise financial systems environments.
You are experienced partnering with Finance, Tax, Treasury, or Accounting stakeholders in global organizations.
You know how to translate complex operational or compliance requirements into clear product strategies, roadmaps, and delivery plans.
You are comfortable navigating ambiguity and balancing the needs of multiple stakeholders across technical and non-technical teams.
You have experience working with SaaS platforms such as NetSuite, Vertex, Oracle, SAP, or similar enterprise financial systems.
You have strong product management fundamentals, including backlog prioritization, product discovery, roadmap planning, and iterative delivery.
You care deeply about building scalable systems with reliable controls, integrations, and high-quality user experiences.
You are an excellent communicator who can simplify technical and financial complexity for different audiences.
You have experience working in hybrid technology environments that combine vendor platforms with internally built systems.
You thrive in collaborative, cross-functional environments and enjoy solving operational challenges through technology.

Where You'll Be:
This role is based in London or Stockholm.
We offer you the flexibility to work where you work best! There will be some in person meetings, but still allows for flexibility to work from home."
