title,team,location,posted_date,job_id,internal_job_id,requisition_id,position_id,source,first_seen_date,last_seen_date,semantic_similarity,management_level,job_profile,job_family,worker_type,worker_sub_type,time_type,pay_rate_type,scheduled_weekly_hours,company_name,education,cost_center,office,recruiting_start_date,target_hire_date,target_hire_end_date,application_deadline,updated_time,url,description_short,description
QA/DevOps Engineer,Business Systems,San Francisco Bay Area,2026-07-17,8637648002,6449765002,R-107344,None,discord,2026-07-18,2026-07-18,0.3684,,,,,,,,,Discord,,,"San Francisco, CA",,,,,2026-07-17T18:04:42-04:00,https://job-boards.greenhouse.io/discord/jobs/8637648002,,"<div class=""content-intro""><p>Discord has a highly engaged community of millions of daily active users who use the platform for many different reasons, but there’s one thing that nearly everyone does: <strong>play video games.</strong> Discord plays a uniquely important role in the future of gaming, and we are focused on making it easier and more fun for people to hang out before, during, and after playing games.</p></div><p>We are seeking a QA/DevOps Engineer&nbsp;to join Discord’s Business Systems team. In this role, you will own automated test suite development and maintenance across Oracle ERP Cloud (Fusion) and Salesforce, with a focus on Tosca-based regression and progression testing. You will embed automated testing into CI/CD pipelines and partner closely with ERP Functional, Technical, and DevOps teams to ensure every release is tested consistently and defects are caught early.</p>
<p><strong>What you'll be doing</strong></p>
<ul>
<li>Run Oracle ERP Cloud and Salesforce QA automation suites for all quarterly patch upgrades end-to-end.</li>
<li>Review new Oracle and SFDC release features and recommend improvements to existing testing processes.</li>
<li>Build and improve regression and progression test automation in the Tosca environment for Oracle Fusion and Salesforce.</li>
<li>Create, maintain, and update Tosca scripts to reflect system and process changes across GL, AP, AR, and FAH modules.</li>
<li>Lead feature enhancement reviews as part of quarterly patch assessment cycles and new enhancement projects.</li>
<li>Integrate automated test suites into CI/CD pipelines; trigger regression suites automatically on every release candidate build.</li>
<li>Maintain test infrastructure and environments in collaboration with DevOps and ERP Technical teams.</li>
<li>Document test coverage, defect trends, and release readiness in Jira and shared reporting dashboards.</li>
</ul>
<p><strong>Automation Use Cases</strong></p>
<ul>
<li>FAH Process Automation:&nbsp;Auto-test Financial Accounting Hub on each new sales item addition to eliminate manual unit testing.</li>
<li>AR Regression Suite:&nbsp;Automated flows for invoicing, receipts, and customer setup across every release.</li>
<li>AP Regression Suite:&nbsp;Payment runs, supplier invoices, holds, and approvals tested automatically on each patch cycle.</li>
<li>Salesforce Tosca Automation:&nbsp;Develop, maintain, and expand automated SFDC test suites in Tosca, integrated with release pipelines.<strong><br></strong></li>
</ul>
<p><strong>What you should have</strong></p>
<ul>
<li>6+ years of QA automation experience, with at least 2 years on Oracle ERP Cloud (Fusion) or Salesforce.</li>
<li>Hands-on Tosca experience for regression and progression test suite development and maintenance.</li>
<li>Experience executing and maintaining automated test cycles for quarterly Oracle patch upgrades.</li>
<li>Familiarity with Oracle ERP Cloud and SFDC release feature review and technical impact assessment.</li>
<li>Experience integrating automated test suites into CI/CD pipelines (Jenkins, GitHub Actions, GitLab CI, or equivalent).</li>
<li>Familiarity with pipeline configuration: triggering regression runs on pull requests and release candidate builds.</li>
<li>Working knowledge of version control (Git / GitHub or GitLab): branching, pull requests, and code review workflows.</li>
<li>Basic scripting capability in Python, Shell, or PowerShell for test utility automation and pipeline support.</li>
<li>Understanding of containerized test environments (Docker); experience running tests in ephemeral containers is a plus.</li>
<li>Exposure to infrastructure-as-code or environment provisioning concepts (Terraform, Ansible) preferred but not required.</li>
<li>Jira for defect tracking, test coverage reporting, and sprint participation.</li>
<li>Experience writing and maintaining test documentation: test plans, test cases, regression logs, and release readiness summaries.</li>
<li>Ability to work cross-functionally with ERP Functional Analysts, ERP Technical developers, and DevOps engineers.</li>
<li>Familiarity with SOX compliance, ITGC controls, and ERP change management practices.</li>
</ul>
<p><strong>Preferred Qualifications</strong></p>
<ul>
<li>Oracle Fusion certification or formal training in Oracle ERP Cloud modules.</li>
<li>Experience with SaaS QA automation in a high-growth technology company environment.</li>
<li>Exposure to OIC (Oracle Integration Cloud) or MuleSoft integration testing.</li>
<li>Familiarity with Salesforce test automation frameworks beyond Tosca (Selenium, Provar, or equivalent).</li>
<li>Prior experience working with AMS or managed services vendors in an ERP context.</li>
<li>Knowledge of Oracle quarterly release cycles and technical impact assessments.</li>
</ul>
<p><em>Candidates must reside in or be willing to relocate to the San Francisco Bay Area (Alameda, Contra Costa, Marin, Napa, San Francisco, San Mateo, Santa Clara, Solano, and Sonoma counties). Relocation assistance may be available.&nbsp;</em></p>
<p><em>The US base salary range for this full-time position is $192,000 to $216,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits.<br></em></p><div class=""content-conclusion""><p><strong>Why Discord?&nbsp;</strong><br><br>Discord plays a uniquely important role in the future of gaming. We're a multiplatform, multigenerational and multiplayer platform that helps people deepen their friendships around games and shared interests, and helps developers build and grow their businesses. We believe games give us a way to have fun with our favorite people, whether listening to music together or grinding in competitive matches for diamond rank. <strong>Join us in our mission! Your future is just a click away!</strong></p>
<p><strong>Discord is committed to inclusion and providing reasonable accommodations during the interview process. </strong>We want you to feel set up for success, so if you are in need of reasonable accommodations, please let your recruiter know.</p>
<p><em><strong>Please see our Applicant and Candidate Privacy Policy for details regarding Discord’s collection and usage of personal information relating to the application and recruitment process by clicking&nbsp;<a href=""https://discord.com/terms/applicant-candidate-privacy-policy"">HERE.</a></strong></em></p></div>"
"Data Scientist, Analytics",Data Science & Engineering,San Francisco Bay Area,2026-07-17,8485797002,6389534002,R-107233,None,discord,2026-07-18,2026-07-18,0.2185,,,,,,,,,Discord,education_optional,,"San Francisco, CA",,,,,2026-07-17T19:06:45-04:00,https://job-boards.greenhouse.io/discord/jobs/8485797002,,"<div class=""content-intro""><p>Discord has a highly engaged community of millions of daily active users who use the platform for many different reasons, but there’s one thing that nearly everyone does: <strong>play video games.</strong> Discord plays a uniquely important role in the future of gaming, and we are focused on making it easier and more fun for people to hang out before, during, and after playing games.</p></div><p><strong>What You'll Be Doing</strong></p>
<ul>
<li>write something here</li>
<li>write something here</li>
</ul>
<p><strong>What you should have</strong></p>
<ul>
<li>write something here</li>
<li>write something here</li>
</ul>
<p><em><br>The US base salary range for this full-time position is $xxx to $xx + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits.<br></em></p><div class=""content-conclusion""><p><strong>Why Discord?&nbsp;</strong><br><br>Discord plays a uniquely important role in the future of gaming. We're a multiplatform, multigenerational and multiplayer platform that helps people deepen their friendships around games and shared interests, and helps developers build and grow their businesses. We believe games give us a way to have fun with our favorite people, whether listening to music together or grinding in competitive matches for diamond rank. <strong>Join us in our mission! Your future is just a click away!</strong></p>
<p><strong>Discord is committed to inclusion and providing reasonable accommodations during the interview process. </strong>We want you to feel set up for success, so if you are in need of reasonable accommodations, please let your recruiter know.</p>
<p><em><strong>Please see our Applicant and Candidate Privacy Policy for details regarding Discord’s collection and usage of personal information relating to the application and recruitment process by clicking&nbsp;<a href=""https://discord.com/terms/applicant-candidate-privacy-policy"">HERE.</a></strong></em></p></div>"
Senior Salesforce Technical Lead,Business Systems,San Francisco Bay Area ,2026-07-17,8637188002,6449584002,R-107343,None,discord,2026-07-18,2026-07-18,0.3182,,,,,,,,,Discord,,,"San Francisco, CA",,,,,2026-07-17T18:04:35-04:00,https://job-boards.greenhouse.io/discord/jobs/8637188002,,"<div class=""content-intro""><p>Discord has a highly engaged community of millions of daily active users who use the platform for many different reasons, but there’s one thing that nearly everyone does: <strong>play video games.</strong> Discord plays a uniquely important role in the future of gaming, and we are focused on making it easier and more fun for people to hang out before, during, and after playing games.</p></div><p>We are seeking an experienced Senior Salesforce Technical Lead to join Discord's Business Systems team. In this role, you will lead the architecture, design, and development of Salesforce solutions across Ad Sales. You will partner closely with the Technical PM, business stakeholders, and cross-functional teams to deliver scalable, high-quality Salesforce solutions that power Discord's core business operations.</p>
<p><strong><br>What you'll be doing</strong></p>
<ul>
<li>Lead the architecture, design, and development of Salesforce solutions across Ad Sales (Sales Cloud).</li>
<li>Create and execute the Ad Sales Roadmap; drive delivery against 2026 priority items including platform enhancements, new feature builds, and ongoing maintenance.</li>
<li>Lead the 3rd party development team by establishing technical direction, conducting code reviews, and collaborating with the MuleSoft team on developing and maintaining integrations.</li>
<li>Architect Salesforce and middleware integrations via REST/SOAP APIs and MuleSoft; partner with the Technical PM and RevOps to translate business requirements into robust, scalable solutions.</li>
<li>Manage AppExchange apps and HubSpot/Asana integrations; ensure ITGC and SOX audit readiness across all platform changes and deployments.</li>
<li>Proactively identify technical debt and coordinate remediation efforts.</li>
<li>Own end-to-end DevOps standards for the team: define coding standards, manage CI/CD pipelines and deployment trackers, and ensure SDLC/ITGC compliance across all phases of the sprint/dev cycle.</li>
<li>Step in to troubleshoot and diagnose critical issues when they arise.</li>
<li>Provide L2 (Incident and Problem Management) and L3 (Bug Fixes and Minor Enhancements) technical support across the Salesforce platform, ensuring timely resolution and minimal business disruption.</li>
<li>Maintain technical design documents and platform documentation in Google Drive and Confluence.</li>
</ul>
<p><strong>What you should have</strong></p>
<ul>
<li>6+ years of hands-on Salesforce development experience with a focus on Sales Cloud, and a proven track record of delivering successful projects.</li>
<li>Highly proficient with APEX, Lightning Web Components (LWC), Visualforce, and Salesforce's declarative tools (Flows, Process Builder, Validation Rules).</li>
<li>Experience supporting Ad Sales workflows right from inception to delivery.</li>
<li>Proven experience architecting integrations using REST/SOAP APIs, Middleware, and tools like MuleSoft or similar platforms.</li>
<li>Deep knowledge of SDLC, ITGC, DevOps, and CI/CD pipelines within a Salesforce environment.</li>
<li>Strong communication skills with the ability to work across technical and non-technical team members.</li>
<li>Experience with Agile/Scrum methodology, including sprint planning, standups, and retrospectives; proficient with Jira for sprint tracking and backlog management, and Jira Service Manager (JSM) for incident tracking and change management.</li>
<li>Familiarity with the Quote-to-Cash cycle in Salesforce, including CPQ, product configuration, pricing rules, quote templates, and approval workflows.</li>
<li>Proficient with version control using Git, including branching strategies, pull requests, and code reviews within a Salesforce development workflow (e.g., Copado, Gearset, or SFDX-based pipelines).</li>
<li>Experience with data migration tools and processes, including Salesforce Data Loader, Bulk API, and data validation and cleansing strategies for large-scale data imports and exports.</li>
<li>Strong understanding of Salesforce environment management, including sandbox strategy (Developer, Partial, Full), scratch orgs, change set deployments, and release management processes.</li>
</ul>
<p><strong>Preferred Qualifications</strong></p>
<ul>
<li>Salesforce Platform Developer II or Application Architect certification.</li>
<li>Experience with HubSpot and Asana integrations within a Salesforce ecosystem.</li>
<li>Familiarity with Ad Sales platforms and media industry workflows.</li>
<li>Prior experience in an AMS (Application Managed Services) delivery model.</li>
<li>Experience in a high-growth technology company supporting business-critical Salesforce environments.</li>
</ul>
<p><em>Candidates must reside in or be willing to relocate to the San Francisco Bay Area (Alameda, Contra Costa, Marin, Napa, San Francisco, San Mateo, Santa Clara, Solano, and Sonoma counties). Relocation assistance may be available.&nbsp;</em></p>
<p><em>The US base salary range for this full-time position is $192,000 to $216,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits.<br></em></p><div class=""content-conclusion""><p><strong>Why Discord?&nbsp;</strong><br><br>Discord plays a uniquely important role in the future of gaming. We're a multiplatform, multigenerational and multiplayer platform that helps people deepen their friendships around games and shared interests, and helps developers build and grow their businesses. We believe games give us a way to have fun with our favorite people, whether listening to music together or grinding in competitive matches for diamond rank. <strong>Join us in our mission! Your future is just a click away!</strong></p>
<p><strong>Discord is committed to inclusion and providing reasonable accommodations during the interview process. </strong>We want you to feel set up for success, so if you are in need of reasonable accommodations, please let your recruiter know.</p>
<p><em><strong>Please see our Applicant and Candidate Privacy Policy for details regarding Discord’s collection and usage of personal information relating to the application and recruitment process by clicking&nbsp;<a href=""https://discord.com/terms/applicant-candidate-privacy-policy"">HERE.</a></strong></em></p></div>"
"Associate Product Counsel, Safety",Legal,San Francisco Bay Area,2026-07-13,8625545002,6444854002,R-107338,None,discord,2026-07-14,2026-07-18,0.2735,,,,,,,,,Discord,education_required,,"San Francisco, CA",,,,,2026-07-16T17:15:46-04:00,https://job-boards.greenhouse.io/discord/jobs/8625545002,,"<div class=""content-intro""><p>Discord has a highly engaged community of millions of daily active users who use the platform for many different reasons, but there’s one thing that nearly everyone does: <strong>play video games.</strong> Discord plays a uniquely important role in the future of gaming, and we are focused on making it easier and more fun for people to hang out before, during, and after playing games.</p></div><p>Discord's Legal team is looking for an Associate Product Counsel to join its Product Legal team to provide dedicated support for our Safety products. Discord's Product Legal team partners directly with Product, Engineering, Data Science, and cross-functional teams to provide legal guidance and strategy that helps Discord launch new products and grow our user base. We help teams navigate complex legal landscapes while achieving their product goals by seeing around corners to identify risks and opportunities before they become roadblocks.&nbsp;</p>
<p>As Associate Product Counsel, Safety, you'll be a key member of our Product Legal team, partnering directly with our Safety Product organization. You'll advise on a range of topics such as how users report harm, how those reports are routed and remediated, as well as how Discord's safety detection models are built and deployed. You’ll also stay abreast of and advise the Safety organization on new regulatory obligations around the world. Reporting to our Managing Counsel for Safety Product, you'll join a small but growing team where your work will directly shape how Discord works to improve user safety for millions of users.</p>
<p><span style=""font-size: 18pt;""><strong>What you'll be doing:</strong></span></p>
<ul>
<li>Serve as a key legal advisor to Discord's Safety Product teams, providing counsel across the reporting, routing, and remediation surfaces that help users stay safe.</li>
<li>Support the development lifecycle and the guardrails governing deployment of models powering Discord's safety systems—partnering closely with Safety ML on how detection models are built, validated, and shipped.</li>
<li>Review and assess new safety features and practices from the early design stages and forward.</li>
<li>Advise on user-facing reporting, appeal, and take-down workflows, as well as the region-specific obligations that may shape them such as the EU’s Digital Services Act or the Take It Down Act in the United States.</li>
<li>Proactively monitor the global online safety landscape, identifying inbound regulatory obligations affecting the Safety Product teams, assessing their applicability and exposure, and advising the team on strategic response and prioritization.</li>
<li>Partner cross-functionally with Product, Engineering, Data Science, Trust &amp; Safety operations, and Policy to translate complex safety regulations into practical, scalable solutions.</li>
<li>Collaborate across the Discord Legal team — including regional Regulatory, Privacy, and Litigation Counsel—to develop aligned positions on cross-cutting safety obligations and drive strategic decisionmaking about how Discord meets them.</li>
</ul>
<p><span style=""font-size: 18pt;""><strong>What you should have:</strong></span></p>
<ul>
<li>J.D. from an accredited law school</li>
<li>Admission to the California Bar or eligible to register as in-house counsel with the California Bar</li>
<li>4+ years of legal experience, ideally combining law firm and in-house experience at a consumer-facing technology company</li>
<li>Demonstrated experience counseling product and engineering teams on online safety, content moderation, platform liability, and/or privacy — ideally at a social, gaming, or UGC platform.</li>
<li>Ability to turn complex regulatory text into clear, operational guidance that product and engineering teams can actually implement</li>
<li>Strong business judgment and the ability to provide practical, creative advice on challenging online safety and legal topics&nbsp;</li>
<li>Proven ability to build trusted relationships with cross-functional partners and communicate complex legal concepts to non-legal audiences</li>
<li>Self-starter with excellent project management skills and comfort operating in a fast-paced, ambiguous environment.</li>
</ul>
<p><span style=""font-size: 18pt;""><strong>Bonus points:</strong></span></p>
<ul>
<li>Experience with gaming platforms, social platforms, or UGC platforms.</li>
<li>Experience with Trust &amp; Safety operations, content moderation systems, or detection/classifier model development.</li>
<li>Knowledge of international online safety frameworks (EU Digital Services Act, Brazilian Digital ECA, UK Online Safety Act, Australia Online Safety Act, or analogous regimes).</li>
<li>Knowledge of online safety regulations and frameworks in the United States (Take It Down Act, COPPA, US-state age appropriate design or age assurance laws)</li>
<li>Exposure to child safety regulation and age-appropriate design requirements.</li>
<li>Experience developing legal operations infrastructure (playbooks, reviewer guidance, training, tracking systems).</li>
</ul>
<p><em>Please note: This role involves exposure to potentially disturbing topics such as child sexual abuse material, exploitation imagery, and grooming-related content. Wellness support is provided</em><em>.</em></p>
<p>Candidates must reside in or be willing to relocate to the San Francisco Bay Area (Alameda, Contra Costa, Marin, Napa, San Francisco, San Mateo, Santa Clara, Solano, and Sonoma counties). Relocation assistance may be available.</p>
<p>For this role, the hiring team would prefer folks to be in the office 1-2 days a week.&nbsp;</p>
<p><em><br>The US base salary range for this full-time position is $200,000 to $225,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits.<br></em></p><div class=""content-conclusion""><p><strong>Why Discord?&nbsp;</strong><br><br>Discord plays a uniquely important role in the future of gaming. We're a multiplatform, multigenerational and multiplayer platform that helps people deepen their friendships around games and shared interests, and helps developers build and grow their businesses. We believe games give us a way to have fun with our favorite people, whether listening to music together or grinding in competitive matches for diamond rank. <strong>Join us in our mission! Your future is just a click away!</strong></p>
<p><strong>Discord is committed to inclusion and providing reasonable accommodations during the interview process. </strong>We want you to feel set up for success, so if you are in need of reasonable accommodations, please let your recruiter know.</p>
<p><em><strong>Please see our Applicant and Candidate Privacy Policy for details regarding Discord’s collection and usage of personal information relating to the application and recruitment process by clicking&nbsp;<a href=""https://discord.com/terms/applicant-candidate-privacy-policy"">HERE.</a></strong></em></p></div>"
Oracle ERP Fusion Functional Analyst,Business Systems,San Francisco Bay Area,2026-07-10,8627166002,6445470002,R-107340,None,discord,2026-07-10,2026-07-18,0.3493,,,,,,,,,Discord,,,"San Francisco, CA",,,,,2026-07-16T17:15:46-04:00,https://job-boards.greenhouse.io/discord/jobs/8627166002,,"<div class=""content-intro""><p>Discord has a highly engaged community of millions of daily active users who use the platform for many different reasons, but there’s one thing that nearly everyone does: <strong>play video games.</strong> Discord plays a uniquely important role in the future of gaming, and we are focused on making it easier and more fun for people to hang out before, during, and after playing games.</p></div><p>We are seeking an experienced Oracle ERP Fusion Functional Analyst to join Discord's Business Systems team. In this role, you will own incident resolution, functional support, and enhancement and system changes delivery across our Oracle Fusion ERP environment. You will serve to Finance stakeholders and a key liaison on critical system issues, while helping Discord maintain a strong controls posture through ITGC and SOX compliance support.</p>
<p><strong><br>What you'll be doing</strong></p>
<ul>
<li>Provide L2 (Incident and Problem Management) and L3 (Bug Fix and Enhancement) support across the Oracle Fusion ERP environment</li>
<li>Partner with business stakeholders to investigate and resolve functional issues across AR, AP, Procurement, and GL</li>
<li>Serve as the functional point-of-contact for Discord PMs on critical incidents, ensuring timely communication and resolution</li>
<li>Create, review, and update design and functional documentation monthly</li>
<li>Support month-end, quarter-end, and year-end close activities and cyclical finance operations</li>
<li>Execute application testing for break-fixes and minor enhancements</li>
<li>Own and drive the quarterly patch upgrade process end-to-end</li>
<li>Present new feature releases and impact analysis to Discord stakeholders ahead of each upgrade cycle</li>
<li>Follow and support ITGC and SOP requirements for SOX compliance policy</li>
</ul>
<p><strong>What you should have</strong></p>
<ul>
<li>5+ years of hands-on experience with Oracle Fusion ERP as functional analyst</li>
<li>Deep functional expertise in AR, AP, GL, and Procurement within Oracle Fusion cloud</li>
<li>Experience configuring Oracle Fusion module setups including Subledger Accounting (SLA) rules, BPM approval workflows</li>
<li>Experience supporting L2/L3 production environments with documented incident and problem management processes</li>
<li>Demonstrated ability to create and maintain functional design documentation</li>
<li>Experience executing functional testing for fixes and enhancements</li>
<li>Familiarity with SOX compliance, ITGC controls, and SOP adherence in an ERP context</li>
<li>Strong communication skills with the ability to interface directly with Finance and business stakeholders</li>
</ul>
<p><strong>Preferred Qualifications</strong></p>
<ul>
<li>Oracle Fusion certification in one or more financials modules</li>
<li>Familiarity with Oracle Integration Cloud (OIC) or other integration middleware</li>
<li>Exposure to Oracle Risk Management Cloud (RMC) or Financial Accounting Hub (FAH)</li>
<li>Familiarity with quarterly Oracle Fusion patch upgrade cycles and release management</li>
<li>Prior experience in an AMS (Application Managed Services) delivery model</li>
</ul>
<p><em>Candidates must reside in or be willing to relocate to the San Francisco Bay Area (Alameda, Contra Costa, Marin, Napa, San Francisco, San Mateo, Santa Clara, Solano, and Sonoma counties). Relocation assistance may be available.&nbsp;</em></p>
<p><em>The US base salary range for this full-time position is $192,000 to $216,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits.<br></em></p><div class=""content-conclusion""><p><strong>Why Discord?&nbsp;</strong><br><br>Discord plays a uniquely important role in the future of gaming. We're a multiplatform, multigenerational and multiplayer platform that helps people deepen their friendships around games and shared interests, and helps developers build and grow their businesses. We believe games give us a way to have fun with our favorite people, whether listening to music together or grinding in competitive matches for diamond rank. <strong>Join us in our mission! Your future is just a click away!</strong></p>
<p><strong>Discord is committed to inclusion and providing reasonable accommodations during the interview process. </strong>We want you to feel set up for success, so if you are in need of reasonable accommodations, please let your recruiter know.</p>
<p><em><strong>Please see our Applicant and Candidate Privacy Policy for details regarding Discord’s collection and usage of personal information relating to the application and recruitment process by clicking&nbsp;<a href=""https://discord.com/terms/applicant-candidate-privacy-policy"">HERE.</a></strong></em></p></div>"
Oracle ERP Fusion Technical Developer,Business Systems,San Francisco Bay Area,2026-07-10,8627078002,6445447002,R-107339,None,discord,2026-07-10,2026-07-18,0.373,,,,,,,,,Discord,,,"San Francisco, CA",,,,,2026-07-16T17:15:46-04:00,https://job-boards.greenhouse.io/discord/jobs/8627078002,,"<div class=""content-intro""><p>Discord has a highly engaged community of millions of daily active users who use the platform for many different reasons, but there’s one thing that nearly everyone does: <strong>play video games.</strong> Discord plays a uniquely important role in the future of gaming, and we are focused on making it easier and more fun for people to hang out before, during, and after playing games.</p></div><p>We are seeking an experienced Oracle ERP Fusion Technical Developer to join Discord’s Business Systems team. In this role, you will own technical incident resolution, report development, integrations, system enhancements, and technical delivery across our Oracle Fusion ERP environment. You will partner closely with Finance, Accounting, Business Systems, and integration teams to ensure operational stability, scalable solutions, and successful delivery of business-critical initiatives.</p>
<p><strong>What you'll be doing</strong></p>
<ul>
<li>Provide L2 (Incident and Problem Management) and L3 (Bug Fix and Enhancement) technical support across the Oracle Fusion ERP environment.</li>
<li>Develop, maintain, and enhance BI Publisher (BIP) and OTBI reports, dashboards, and data extracts across GL, AP, AR and Procurement modules</li>
<li>Own Oracle Integration Cloud (OIC) break-fix support, monitoring, troubleshooting, and new integration development.</li>
<li>Partner with functional analysts and business stakeholders to translate requirements into scalable technical solutions.</li>
<li>Create and maintain technical design documents, integration specifications, and deployment documentation.</li>
<li>Support month-end, quarter-end, and year-end financial operations by resolving technical issues and performance bottlenecks.</li>
<li>Execute root cause analysis , technical testing, deployment validation, and regression testing for quarterly Oracle releases.</li>
<li>Collaborate with cross-functional teams on enterprise integrations and long-term solution architecture.</li>
<li>Follow and support ITGC, SOX, and change management requirements for all technical changes.</li>
</ul>
<p><strong>What you should have</strong></p>
<ul>
<li>5+ years of hands-on Oracle Fusion Cloud ERP technical development experience.</li>
<li>Strong expertise in Oracle BI Publisher (BIP), OTBI, and Oracle Integration Cloud (OIC).</li>
<li>Experience developing integrations, extensions, reports, extracts, and technical solutions within Oracle Fusion.</li>
<li>Experience with Oracle Visual Builder, REST/SOAP APIs, and FBDI and HCM Data loader processes.</li>
<li>Experience using ATP or PaaS DB for storing and managing integration payloads, audit logs, or custom reporting data layers that extend Oracle Fusion's native capabilities</li>
<li>Experience supporting L2/L3 production environments with documented incident and problem management processes.</li>
<li>Ability to create technical design documentation and integration specifications.</li>
<li>Experience troubleshooting web services, APIs, file-based integrations, and data transformation processes and reading failure logs.</li>
<li>Familiarity with SOX compliance, ITGC controls, and ERP change management practices.</li>
<li>Familiarity with Oracle AI Agent Studio within Oracle Fusion Cloud</li>
<li>Strong communication skills with the ability to work directly across functional technical team members.&nbsp;</li>
</ul>
<p><strong>Preferred Qualifications</strong></p>
<ul>
<li>Oracle Fusion technical certification or related Oracle Cloud certifications.</li>
<li>Experience supporting Financial Accounting Hub (FAH).</li>
<li>Knowledge of Oracle quarterly release cycles and technical impact assessments.</li>
<li>Prior experience in an AMS (Application Managed Services) delivery model.</li>
<li>Experience supporting SaaS finance systems in a high-growth technology company.</li>
</ul>
<p><em>Candidates must reside in or be willing to relocate to the San Francisco Bay Area (Alameda, Contra Costa, Marin, Napa, San Francisco, San Mateo, Santa Clara, Solano, and Sonoma counties). Relocation assistance may be available.&nbsp;</em></p>
<p><em>The US base salary range for this full-time position is $192,000 to $216,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits.<br></em></p><div class=""content-conclusion""><p><strong>Why Discord?&nbsp;</strong><br><br>Discord plays a uniquely important role in the future of gaming. We're a multiplatform, multigenerational and multiplayer platform that helps people deepen their friendships around games and shared interests, and helps developers build and grow their businesses. We believe games give us a way to have fun with our favorite people, whether listening to music together or grinding in competitive matches for diamond rank. <strong>Join us in our mission! Your future is just a click away!</strong></p>
<p><strong>Discord is committed to inclusion and providing reasonable accommodations during the interview process. </strong>We want you to feel set up for success, so if you are in need of reasonable accommodations, please let your recruiter know.</p>
<p><em><strong>Please see our Applicant and Candidate Privacy Policy for details regarding Discord’s collection and usage of personal information relating to the application and recruitment process by clicking&nbsp;<a href=""https://discord.com/terms/applicant-candidate-privacy-policy"">HERE.</a></strong></em></p></div>"
