title,team,location,city,state,posted_date,job_id,internal_job_id,requisition_id,position_id,source,first_seen_date,last_seen_date,semantic_similarity,management_level,job_profile,job_category,job_family,worker_type,worker_sub_type,schedule_type,time_type,company_name,cost_center,office,country,brand,industry,experience_level,remote,hybrid,url,description_short,description
GTM Operations Business Partner,Operations Partnering,"San Francisco, CA, United States",San Francisco,CA,2026-06-24,6000000001180907,cb86258b-807a-4d47-ac0b-209189aa8f75,R102497,fdae3e8b-0bdc-4071-8d01-595ff64b3644,canva,2026-06-24,2026-06-24,0.4362,B3,Operations Business Partner,Human Resources,People,Employee,,Full-time,Full-time,Canva,People,People,United States,Canva,Computer Software,Mid-Senior Level,False,True,https://jobs.smartrecruiters.com/Canva/6000000001180907-gtm-operations-business-partner,,"Join the team redefining how the world experiences design.Hello, g'day, mabuhay, kia ora, 你好, hallo, vítejte!Thanks for stopping by. We know job hunting can be a little time consuming and you're probably keen to find out what's on offer, so we'll get straight to the point.Where and how you can workOur flagship office is in Sydney, Australia, but we've made our way from down under, to a hub in San Francisco, which is now home to our US operations. We offer flexibility in how and where you work. We trust our Canvanauts to choose the balance that empowers them and their team to achieve their goals.What you’d be doing in this roleAs Canva scales change continues to be part of our DNA. But we like to think that's all part of the fun. So this will give you the flavor of the type of things you'll be working on when you start, but this will likely evolve.At the moment, this role is focused on:Owning the GTM Operating CadenceDesign and run the operating rhythm for the whole GTM org & Sales & Success Supergroup, from leadership forums through to all-hands, activations and QBRs.Partner with the Chief of Staff and Group Leadership so every meeting, ritual and forum has a clear purpose, the right audience, and a sharper outcome than the one before.Hold the org accountable to its cadence. Notice when a ritual has lost its edge and reset it.Owning GTM-Wide CommunicationsBe the comms drumbeat for GTM - from maintaining and keeping our Slack clean, through to dynamic newsletters & face to face touch pointsTranslate complex updates from senior leaders into clear, useful messages that land for everyone from a regional sales rep to a systems adminBuild the comms muscle of the org and define what great looks likeDriving End-to-End Program DeliveryWork hand in glove with the GTM Strategy & Operations team and set clear work streams with owners, milestones and momentum - experience in GTM programs is essentialKeep a large cross-functional team of operators on track to deliver on their work streams- from AI iniatives through to enablement masterclassesWork closely with the Chief of Staff & CCO on company-wide programs, including supporting with goal tracking, comms updates, and wrangling multiple supergroupsPartnering on Org-Wide EventsPartner with the Chief of Staff to design and run GTM’s flagship moments, including GKO and other org-wide events that shape how the team feels and performsIn conjunction with the Chief of Staff, drive the operational backbone of these events end-to-end, from concept through to logistics, content and the follow throughYou're probably a match ifYou’re a natural operator. You’ve set the operating cadence for an org before. You’ve owned org-wide communications. You’ve run big moments and made them feel effortlessYou have 5+ years of deep program and project management experience, ideally inside a fast-growing tech or scale-up environment, and you've delivered complex cross-functional programs end-to-endYou have a strong GTM instinct. You can sit with a regional sales lead and talk pipeline, sit with a Success leader and talk renewals, then turn around and document a brief to share with group leadershipYou bring top-tier communication skills across written, verbal, async and liveYou’re a relationship-building powerhouse, building trust quickly with senior leaders, peers and ICs.You bring clarity to ambiguity, making sense of shifting priorities and driving alignment when things are still formingYou spot gaps and fix them. You run experiments. You improve the system as you goYou bring great energy and a great vibe. You uplift the people around you and contribute to a positive, collaborative culture.You’re excited about leveraging AI to automate, optimize and elevate operational impact
About the team
We’re on a mission to bring Canva into every organization across the globe. The GTM org is customer-obsessed, with our sole focus being to ensure that our customers are getting value out of Canva, and that Canva creates net-positive impact to the organizations we work with.The Operations Partnering team is a global team of 80, made up of Chiefs of Staff, Operations Business Partners, and Admin Business Partners — predominantly based in Sydney, but your coach will be based in San Francisco. Their mission: to build and optimize ways of working that empower Canvanauts around the world to achieve Canva's mission, strategy, and goals as effectively as possible.The team sits within the People (HR) specialty, but Ops BPs are deeply embedded in the business area they support day-to-day. As an Ops BP, you'll be joining a team of 25+ Operations Business Partners across the globe. It's a tight-knit group with a strong learning culture and real community.What's in it for you?Achieving our crazy big goals motivates us to work hard - and we do - but you'll experience lots of moments of magic, connectivity and fun woven throughout life at Canva, too. We also offer a range of benefits to set you up for every success in and outside of work.Here's a taste of what's on offer:Equity packages - we want our success to be yours tooHealth benefits plans to support you and your wellbeing401(k) retirement plan with company contributionInclusive parental leave policy that supports all parents & carersAn annual Vibe & Thrive allowance to support your wellbeing, social connection, office setup & moreFlexible leave options that empower you to be a force for good, take time to recharge and supports you personallyCheck out lifeatcanva.com for more info.At Canva we value fairness, and we strive to provide competitive, market-informed compensation whilst ensuring internal equity within the team in each region. We make hiring decisions based on your skills, experience and our overall assessment of what we observed and learnt in the hiring process. The target salary range for this position is $166,000 - 190,000 USD. When calculating offers, we make salary decisions based on market data and candidates' skills and experience.Other stuff to knowWe make hiring decisions based on your experience, skills, merit and business needs, in compliance with applicable local laws.We celebrate all types of skills and backgrounds at Canva so even if you don’t feel like your skills quite match what’s listed above - we still want to hear from you!When you apply, please tell us the pronouns you use and any reasonable adjustments you may need during the interview process. Please note that interviews are conducted virtually.Check out lifeatcanva.com for more info."
Senior Corporate FP&A Manager,FP&A,"San Francisco, , United States",San Francisco,,2026-06-23,6000000001175162,92279e2c-a776-45e5-8044-ba78064ca074,R102501,6d1c5eb1-643d-4c01-8abd-dd9a94a28a2c,canva,2026-06-23,2026-06-24,0.3601,B4,FP&A,Finance,Finance,Employee,,Full-time,Full-time,Canva,Finance,Finance,United States,Canva,Computer Software,Mid-Senior Level,True,False,https://jobs.smartrecruiters.com/Canva/6000000001175162-senior-corporate-fp-a-manager,,"Join the team redefining how the world experiences design.Hello, g'day, mabuhay, kia ora, 你好, hallo, vítejte!Thanks for stopping by. We know job hunting can be a little time consuming and you're probably keen to find out what's on offer, so we'll get straight to the point.Where and how you can workOur flagship office is in Sydney, Australia, but we've made our way from down under, to a hub in San Francisco, which is now home to our US operations. We offer flexibility in how and where you work. We trust our Canvanauts to choose the balance that empowers them and their team to achieve their goals.About the roleSeeing the big picture across the company, Corporate FP&A brings cohesion, clarity and guidance to the rest of FP&A, from OPEX target setting and driving the FP&A rhythm, to directing focus of teams to deliver a strong investor narrative. This team has a strategic mindset, exceptional financial and business acumen, and outstanding communication skills that enable it to engage effectively with Founders, Executive leadership, the Board of Directors, CFO, and Investor Relations!As Canva's Senior Corporate FP&A Manager, you'll sit at the heart of our financial engine, owning the reporting infrastructure, processes, and systems that keep our business accountable and our leaders informed.This role carries significant breadth: from close consolidation and Non-GAAP to GAAP bridging, through to Audit Committee and Board reporting, financial guidance, and investor relations support. You'll be the connective tissue between FP&A, accounting, and senior leadership, someone who can translate complex financial data into clear narratives while simultaneously building the systems and tooling that scale underneath it.We're looking for someone who's equally comfortable in the detail and in the boardroom, hands-on enough to build from scratch, and strategic enough to know why it matters. If you thrive in an environment where structure is something you create rather than inherit, this role was made for you.What you’d be doing in this roleAs Canva scales change continues to be part of our DNA. But we like to think that's all part of the fun. So this will give you the flavour of the type of things you'll be working on when you start, but this will likely evolve.At the moment, this role is focused on:Partnering across FP&A and business leaders to drive accountability and manage financial performance across revenue and expenditure, implementing planning frameworks, mechanisms, processes, and systems along the way.Delivering improvement and increasing efficiency to our financial close, planning and reforecast cycles, partnering closely with the broader FP&A, Finance team, and Business leaders.Designing, building, and implementing planning and reporting cadences at the board, executive, and leadership level.Bringing clarity and cohesion to our growth narrative, investment thesis, in partnership with investor relations, to be communicated with investors and other external parties.Partnering with other finance teams across accounting, tax, and treasury to deliver finance team goals.You're probably a match if you have9+ years of related experience working in Finance related or quantitative fields.Deep FP&A experience within global SaaS companies. Prior GAAP and Corporate FP&A experiences at a US public company is a must have.A strategic mindset with ability to link big picture to details with ease.Excellent communication and stakeholder management capabilities that enable you to collaborate effectively with senior business leaders across the Company to achieve desired outcomes.A team player who continually pushes the boundary, improving and elevating processes and systems to bring increasing value and efficiency to what we do.Strong experience with complex financial modeling. Experience with Anaplan is a plus.Thrive in bringing structure to chaos, embracing challenges with high adaptability.What's in it for you?Achieving our crazy big goals motivates us to work hard - and we do - but you'll experience lots of moments of magic, connectivity and fun woven throughout life at Canva, too. We also offer a range of benefits to set you up for every success in and outside of work.Here's a taste of what's on offer:Equity packages - we want our success to be yours tooHealth benefits plans to support you and your wellbeing401(k) retirement plan with company contributionInclusive parental leave policy that supports all parents & carersAn annual Vibe & Thrive allowance to support your wellbeing, social connection, office setup & moreFlexible leave options that empower you to be a force for good, take time to recharge and supports you personallyCheck out lifeatcanva.com for more info.At Canva we value fairness, and we strive to provide competitive, market-informed compensation whilst ensuring internal equity within the team in each region. We make hiring decisions based on your skills, experience and our overall assessment of what we observed and learnt in the hiring process. The target salary range for this position is $194,000- $270,000. When calculating offers, we make salary decisions based on market data and candidates' skills and experience.Other stuff to knowWe make hiring decisions based on your experience, skills, merit and business needs, in compliance with applicable local laws.We celebrate all types of skills and backgrounds at Canva so even if you don’t feel like your skills quite match what’s listed above - we still want to hear from you!When you apply, please tell us the pronouns you use and any reasonable adjustments you may need during the interview process. Please note that interviews are conducted virtually.Check out lifeatcanva.com for more info."
"Commercial Counsel, GTM",Commercial Legal,"San Francisco, CA, United States",San Francisco,CA,2026-06-22,6000000001173106,4801b903-8be4-463b-b95e-9e987c5a580c,R102137,6e311a17-216f-4913-a3e8-6b0ac62706d6,canva,2026-06-23,2026-06-24,0.407,B3,Legal Counsel,Legal,Legal,Employee,,Full-time,Full-time,Canva,Legal & Risk,Legal & Risk,United States,Canva,Computer Software,Mid-Senior Level,False,True,https://jobs.smartrecruiters.com/Canva/6000000001173106-commercial-counsel-gtm,,"Hey, g'day, mabuhay, kia ora, 你好, hallo, vítejte!Thanks for stopping by. We know job hunting can be a little time-consuming and you're probably keen to find out what's on offer, so we'll get straight to the point.Where and how you can workOur flagship office is in Sydney, Australia, but we've made our way from down under, to our hubs in San Francisco and Austin, which is now home to our US operations. We offer flexibility in how and where you work. We trust our Canvanauts to choose the balance that empowers them and their team to achieve their goals.Please note, while we offer a flexible working environment, we are only accepting applications from Austin and San Francisco, or candidates open to relocating to either of these locations.About the teamCanva is on a mission to empower the world to design. With over 250 million users and a fast-growing Enterprise and Public Sector business, we’re scaling quickly and thoughtfully. We’re looking for a sharp, business-minded lawyer to join our Commercial Legal team and help us continue to close deals at pace, with precision and smart risk management.In this role you will be embedded with our GTM teams, reviewing and negotiating a high volume of commercial agreements across Enterprise, Public Sector, Higher Education, and strategic partnerships. You will be required to bring expertise, good judgement, and a strong business sense to assess and mitigate legal risk while keeping deals moving.What you’ll do:Review, draft, and negotiate commercial agreements with customers, vendors, and partners. Support and evolve our contracting approach for government and public sector customers, including navigating procurement requirements, regulatory obligations, and government-specific contracting frameworks.Support partner-led and channel transactions, including negotiating flowdown terms with resellers and other channel partners.Respond promptly to legal questions and requests from stakeholders across Sales, Finance, and other teams.Keep current on relevant laws, regulations, and industry standards, including data privacy, AI regulations, and other emerging requirements that affect enterprise and government contracts.Contribute to the development and upkeep of contract templates, playbooks, escalation guides, and other legal team resources; this includes designing and delivering enablement and training to equip GTM and cross-functional stakeholders to move faster and more independently on routine commercial matters.Identify and help develop and implement improvements to contracting processes, workflows, and tools with a scalable, future-focused mindset.Collaborate with cross-functional partners in Sales, Product, Finance, Security, and Privacy Legal to deliver practical, solutions-oriented legal support.What we are looking for:You have hands-on experience reviewing and negotiating a variety of contracts at a fast-paced technology company, including experience with government and public sector SaaS transactionsYou are excited to roll up your sleeves, learn the business and proactively identify and analyse opportunities and risks. You are genuinely curious: about the business, the industry, and the problems in front of you, and that curiosity drives better, more connected legal work.You deliver timely, practical advice that is calibrated to risk, deal structure, and internal policy, and you know how to frame guidance in a way that is actionable for non-legal stakeholders.You have excellent communication skills and can make complex communications simple.You are comfortable participating in cross-functional and internationally distributed teams. You are a collaborative team player with strong interpersonal skills and a collegial, solutions-driven attitude.You are energized by the role AI is playing in legal work and are ready to embrace AI tools and workflows to help you work smarter, faster, and more impactfully.You are familiar with, or willing to learn, the fundamentals of how GenAI works and apply that to contracting work and enablementYou are comfortable getting on the phone with customers and vendors. You are able to prioritize and effectively set and balance expectations.You have the pragmatism and agility required to meet the needs of the business each day.Minimum Requirements:Qualified to practice in the US5+ years of in-house experience at a SaaS or fast-growth tech company.Preferred Qualifications:Knowledge and understanding of Canva and/or SaaS offerings.Experience using contracting tools (e.g. Ironclad and DocuSign)Demonstrated interest or experience in using AI tools in a legal or operational settingExperience negotiating with federal, state, and local government customers and familiarity with public sector procurement processes.Experience supporting channel partner transactions, including reseller and systems integrator agreements.Familiarity with FedRAMP, NIST frameworks, or other government cybersecurity and compliance requirements.What's in it for you?At Canva we value fairness, and we strive to provide competitive, market-informed compensation whilst ensuring internal equity within the team in each region. We make hiring decisions based on your skills, experience and our overall assessment of what we observed and learnt in the hiring process. The target compensation for this is is between $190k - $280k. When calculating offers, we make salary decisions based on market data and candidates' skills and experience.Achieving our crazy big goals motivates us to work hard - and we do - but you'll experience lots of moments of magic, connectivity and fun woven throughout life at Canva, too. We also offer a stack of benefits to set you up for every success in and outside of work.Here's a taste of what's on offer:Equity packages - we want our success to be yours tooHealth benefits plans to support you and your wellbeing401(k) retirement plan with company contributionInclusive parental leave policy that supports all parents & carersAn annual Vibe & Thrive allowance to support your wellbeing, social connection, office setup & moreFlexible leave options that empower you to be a force for good, take time to recharge and supports you personallyOther stuff to knowWe celebrate all types of skills and backgrounds at Canva so even if you don’t feel like your skills quite match what’s listed above - we still want to hear from you!When you apply, please tell us the pronouns you use and any reasonable adjustments you may need during the interview process. Please note that interviews are conducted virtually.Check out lifeatcanva.com for more info."
"Commercial Counsel, GTM",Commercial Legal,"Austin, TX, United States",Austin,TX,2026-06-22,6000000001173082,4801b903-8be4-463b-b95e-9e987c5a580c,R102137,47789f16-85a2-4607-9905-041522585349,canva,2026-06-23,2026-06-24,0.4119,B3,Legal Counsel,Legal,Legal,Employee,,Full-time,Full-time,Canva,Legal & Risk,Legal & Risk,United States,Canva,Computer Software,Mid-Senior Level,False,True,https://jobs.smartrecruiters.com/Canva/6000000001173082-commercial-counsel-gtm,,"Hey, g'day, mabuhay, kia ora, 你好, hallo, vítejte!Thanks for stopping by. We know job hunting can be a little time-consuming and you're probably keen to find out what's on offer, so we'll get straight to the point.Where and how you can workOur flagship office is in Sydney, Australia, but we've made our way from down under, to our hubs in San Francisco and Austin, which is now home to our US operations. We offer flexibility in how and where you work. We trust our Canvanauts to choose the balance that empowers them and their team to achieve their goals.About the teamCanva is on a mission to empower the world to design. With over 250 million users and a fast-growing Enterprise and Public Sector business, we’re scaling quickly and thoughtfully. We’re looking for a sharp, business-minded lawyer to join our Commercial Legal team and help us continue to close deals at pace, with precision and smart risk management.In this role you will be embedded with our GTM teams, reviewing and negotiating a high volume of commercial agreements across Enterprise, Public Sector, Higher Education, and strategic partnerships. You will be required to bring expertise, good judgement, and a strong business sense to assess and mitigate legal risk while keeping deals moving.What you’ll do:Review, draft, and negotiate commercial agreements with customers, vendors, and partners. Support and evolve our contracting approach for government and public sector customers, including navigating procurement requirements, regulatory obligations, and government-specific contracting frameworks.Support partner-led and channel transactions, including negotiating flowdown terms with resellers and other channel partners.Respond promptly to legal questions and requests from stakeholders across Sales, Finance, and other teams.Keep current on relevant laws, regulations, and industry standards, including data privacy, AI regulations, and other emerging requirements that affect enterprise and government contracts.Contribute to the development and upkeep of contract templates, playbooks, escalation guides, and other legal team resources; this includes designing and delivering enablement and training to equip GTM and cross-functional stakeholders to move faster and more independently on routine commercial matters.Identify and help develop and implement improvements to contracting processes, workflows, and tools with a scalable, future-focused mindset.Collaborate with cross-functional partners in Sales, Product, Finance, Security, and Privacy Legal to deliver practical, solutions-oriented legal support.What we are looking for:You have hands-on experience reviewing and negotiating a variety of contracts at a fast-paced technology company, including experience with government and public sector SaaS transactionsYou are excited to roll up your sleeves, learn the business and proactively identify and analyse opportunities and risks. You are genuinely curious: about the business, the industry, and the problems in front of you, and that curiosity drives better, more connected legal work.You deliver timely, practical advice that is calibrated to risk, deal structure, and internal policy, and you know how to frame guidance in a way that is actionable for non-legal stakeholders.You have excellent communication skills and can make complex communications simple.You are comfortable participating in cross-functional and internationally distributed teams. You are a collaborative team player with strong interpersonal skills and a collegial, solutions-driven attitude.You are energized by the role AI is playing in legal work and are ready to embrace AI tools and workflows to help you work smarter, faster, and more impactfully.You are familiar with, or willing to learn, the fundamentals of how GenAI works and apply that to contracting work and enablementYou are comfortable getting on the phone with customers and vendors. You are able to prioritize and effectively set and balance expectations.You have the pragmatism and agility required to meet the needs of the business each day.Minimum Requirements:Qualified to practice in the US5+ years of in-house experience at a SaaS or fast-growth tech company.Preferred Qualifications:Knowledge and understanding of Canva and/or SaaS offerings.Experience using contracting tools (e.g. Ironclad and DocuSign)Demonstrated interest or experience in using AI tools in a legal or operational settingExperience negotiating with federal, state, and local government customers and familiarity with public sector procurement processes.Experience supporting channel partner transactions, including reseller and systems integrator agreements.Familiarity with FedRAMP, NIST frameworks, or other government cybersecurity and compliance requirements.What's in it for you?At Canva we value fairness, and we strive to provide competitive, market-informed compensation whilst ensuring internal equity within the team in each region. We make hiring decisions based on your skills, experience and our overall assessment of what we observed and learnt in the hiring process. When calculating offers, we make salary decisions based on market data and candidates' skills and experience.Achieving our crazy big goals motivates us to work hard - and we do - but you'll experience lots of moments of magic, connectivity and fun woven throughout life at Canva, too. We also offer a stack of benefits to set you up for every success in and outside of work.Here's a taste of what's on offer:Equity packages - we want our success to be yours tooHealth benefits plans to support you and your wellbeing401(k) retirement plan with company contributionInclusive parental leave policy that supports all parents & carersAn annual Vibe & Thrive allowance to support your wellbeing, social connection, office setup & moreFlexible leave options that empower you to be a force for good, take time to recharge and supports you personallyOther stuff to knowWe celebrate all types of skills and backgrounds at Canva so even if you don’t feel like your skills quite match what’s listed above - we still want to hear from you!When you apply, please tell us the pronouns you use and any reasonable adjustments you may need during the interview process. Please note that interviews are conducted virtually.Check out lifeatcanva.com for more info."
"Performance Marketing Lead, North America (12 Month Fixed Term Contract)",North America Marketing,"San Francisco, , United States",San Francisco,,2026-06-19,6000000001166372,56a354ff-b9e7-4f92-8e53-4c8ce8f483de,R101934,ad59b102-4987-4805-8eb1-932a1ea72abd,canva,2026-06-19,2026-06-24,0.4204,B4,Growth Marketing,Marketing,Marketing,Employee,,Full-time,Full-time,Canva,Marketing,Marketing,United States,Canva,Computer Software,Mid-Senior Level,False,False,https://jobs.smartrecruiters.com/Canva/6000000001166372-performance-marketing-lead-north-america-12-month-fixed-term-contract-,,"Join the team redefining how the world experiences design.Hello, g'day, mabuhay, kia ora, 你好, hallo, vítejte!Thanks for stopping by. We know job hunting can be a little time consuming and you're probably keen to find out what's on offer, so we'll get straight to the point.Where and how you can workOur flagship office is in Sydney, Australia, but we've made our way from down under, to a hub San Francisco, which is now home to our US operations. We offer flexibility in how and where you work, we trust our Canvanauts to choose the balance that empowers them and their team to achieve their goals.What you’d be doing in this roleAs Canva scales change continues to be part of our DNA. But we like to think that's all part of the fun. So this will give you the flavour of the type of things you'll be working on when you start, but this will likely evolve.At the moment, this role is focused on:Owning the regional growth strategy for your remit — translating business objectives into channel mix, audience priorities, moments, and investment decisions that deliver measurable impact on MAU, revenue, and ROASManaging a multi-million dollar paid media budget with direct accountability for results, running monthly investment optimisations and making smart trade-offs across channels, SKUs, and audiences as performance shiftsNavigating multiple measurement methodologies — in-platform metrics, geo-lift incrementality testing, and MMM — to make confident investment calls even when signals conflict, and contributing to MMM calibration on an ongoing basisLeading performance across high-impact paid social and video channels (Meta, TikTok, YouTube) as well as Display, Pinterest, and SEM, in partnership with Channel Specialists and the Growth Centre of Excellence — owning the full funnel from audience and creative strategy through to bidding, pacing, and structural testingDriving the creative strategy in close partnership with the NAMER Creative Strategist — contributing hypotheses on audiences, formats, platform behaviours, and Category Entry Points, ensuring creative velocity stays high and that learnings are codified and acted onIdentifying conversion gaps across the paid user journey from impression to activation, running disciplined A/B testing through the Growth CoE, and optimising landing experiences to lift conversion across key funnels for Free, Pro, and BusinessWorking cross-functionally with Brand Strategy, Product Marketing, Performance Marketing, and Data to shape campaigns, moments, and market strategy — and ensuring North America insights meaningfully influence global frameworks and product narrativesYou're probably a match ifYou have 5+ years in performance or growth marketing at a scaled consumer tech or DTC brand — you've owned significant budget (think $10M+) and been accountable for real business outcomes, not just channel metricsYou have genuine depth in paid social and video — you can deconstruct a Meta or YouTube campaign, diagnose whether a performance dip is a creative problem, a bidding problem, or a measurement artefact, and you've done this hands-on, not just at a strategic levelYou're comfortable across multiple measurement methodologies — you understand the tension between in-platform ROAS, geo-lift incrementality tests, and MMM, and you can make confident investment decisions when signals don't neatly alignYou've designed and run growth experiments — A/B tests, geo-lifts, holdout studies — and used the results to drive real decisions rather than just generate reportsYou think like an investment manager when it comes to budget — you're focused on deploying capital for maximum return, not just spending it efficientlyYou've worked cross-functionally to shape campaigns and strategy alongside brand, creative, and product teams, and you're comfortable influencing direction in rooms where you don't have direct authorityMulti-market experience is a real advantage — if you've managed budgets or campaigns across more than one geography and adapted your strategy accordingly, that'll set you up well hereAbout the teamAs a Performance Marketing Lead for North America, you drive business impact by owning the strategy, execution, and optimisation of regional growth levers, with a focus on paid digital channels. This role is an individual contributor role, with deep strategic ownership. Combining analytical rigour, growth expertise, customer insight, regional knowledge, and a creative mindset, you drive scaled user and revenue growth by identifying, validating and scaling big bets to step-change regional growth in target Category Entry Points (CEPs).As part of the North America Growth Team, you will work deeply across Canva’s Free, Pro, Business, Education and Print SKUs. Partnering closely with Creative Strategists and Directors, NAMER Marketing, Growth, Brand, Product Marketing and Data, you will run high-velocity experiments, shape breakthrough campaigns, and scale growth plays into long-term strategic bets that drive Canva’s success in the US, Canada, and Australia.Other stuff to knowWe make hiring decisions based on your experience, skills, merit and business needs, in compliance with applicable local laws.We celebrate all types of skills and backgrounds at Canva so even if you don’t feel like your skills quite match what’s listed above - we still want to hear from you!When you apply, please tell us the pronouns you use and any reasonable adjustments you may need during the interview process. Please note that interviews are conducted virtually.Check out lifeatcanva.com for more info.At Canva we value fairness, and we strive to provide competitive, market-informed compensation whilst ensuring internal equity within the team in each region. We make hiring decisions based on your skills, experience and our overall assessment of what we observed and learnt in the hiring process. The target salary range for this position is $180,000 to $240,000 USD. When calculating offers, we make salary decisions based on market data and candidates' skills and experience."
Education Solutions Engineer,Public Sales,"Austin, , United States",Austin,,2026-06-18,6000000001165387,c2963286-d848-4507-afac-66fcc5a064fa,R101324,859e90ba-f6bf-4685-89fc-2e4670ebffdb,canva,2026-06-18,2026-06-24,0.4803,B3,Technical Account Management,Sales,Sales & Success,Employee,,Full-time,Full-time,Canva,Go To Market,Sales & Success,United States,Canva,Computer Software,Mid-Senior Level,False,False,https://jobs.smartrecruiters.com/Canva/6000000001165387-education-solutions-engineer,,"Join the team redefining how the world experiences design.Hello, hey, g'day, mabuhay, kia ora, 你好, hallo, vítejte!Thanks for stopping by. We know job hunting can be a little time consuming and you're probably keen to find out what's on offer, so we'll get straight to the point.Where and how you can workOur flagship office is in Sydney, Australia, but we've made our way from down under, to a campus in Austin, Texas which is now home to our US operations. You have choice in where and how you work, we trust our Canvanauts to choose the balance that empowers them and their team to achieve their goals.What you’d be doing in this roleAs Canva scales its impact across education globally, we're looking for an Education Solutions Engineer to help streamline the technical integration experience for school districts, ministries of education, universities, and strategic education partners.You'll partner across Product, Engineering, Support, and Sales & Success teams to solve complex challenges related to authentication, SSO, rostering, provisioning, and learning management system (LMS) integrations. You'll identify technical blockers, design scalable solutions, and help shape the processes, documentation, and product improvements that enable Canva to support education customers at scale.You'll also serve as a trusted technical advisor for customers with complex integration needs, leading discovery, troubleshooting issues, and working with engineers to scope and deliver solutions for unique environments and custom technology stacks.In addition, you'll own the technical aspects of Canva's relationships with key education technology partners, helping expand and strengthen our ecosystem of authentication, rostering, and LMS integrations.At the moment, this role is focused on:Identifying and solving technical onboarding and integration challenges for education customers around the world, particularly related to SSO, authentication, rostering, provisioning, and LMS connectivity.Partnering with Product and Engineering teams to design and implement scalable solutions that improve onboarding, adoption, and customer success.Acting as the technical lead for strategic school districts, ministries of education, and universities with complex integration requirements.Supporting discovery, design, testing, and rollout of custom solutions for customers with unique technology environments.Managing technical relationships with education technology partners, including LMS, authentication, and rostering providers.Creating documentation, processes, and training that enable Support and Success teams to confidently resolve integration-related issues.Translating customer requirements into actionable product feedback and helping influence Canva's education integration roadmap.Identifying patterns across customer requests and technical challenges to drive product improvements and operational efficiency.You're probably a match ifYou have deep experience working with authentication, identity management, rostering, LMS platforms, or enterprise software integrations.You're comfortable discussing technologies such as SAML, OAuth, OIDC, SCIM, LTI, OneRoster, APIs, and enterprise provisioning systems.You can translate complex technical concepts into clear, practical guidance for non-technical audiences.You enjoy building relationships across customers, partners, and internal teams, and are comfortable navigating a wide variety of stakeholders.You bring strong systems thinking and can identify scalable solutions to technical, operational, and customer challenges.You're equally comfortable troubleshooting a customer issue, collaborating with engineers, and presenting recommendations to leadership.You're passionate about helping educators and students succeed through technology.You're willing to work flexibly across time zones to support global customers and colleagues.About the teamThe District Engagement Advocates team at Canva plays a pivotal role in our mission to transform education through design. The team owns the full lifecycle of B2B Canva deployments in K-12 institutions (which are 100% free to schools and districts), from prospecting, signup and negotiation, technical integration and launch, through long-term relationship building and customer success. Above all, our District Engagement Advocates are driven by a desire to make a meaningful difference in the lives of students. They are committed to helping educators deliver engaging, future-focused learning experiences that empower students with the skills they need to thrive in the 21st century.What's in it for you?Achieving our crazy big goals motivates us to work hard - and we do - but you'll experience lots of moments of magic, connectivity and fun woven throughout life at Canva, too. We also offer a range of benefits to set you up for every success in and outside of work.Here's a taste of what's on offer:Equity packages - we want our success to be yours tooHealth benefits plans to support you and your wellbeing401(k) retirement plan with company contributionInclusive parental leave policy that supports all parents & carersAn annual Vibe & Thrive allowance to support your wellbeing, social connection, office setup & moreFlexible leave options that empower you to be a force for good, take time to recharge and supports you personallyCheck out lifeatcanva.com for more info.Other stuff to knowWe make hiring decisions based on your experience, skills, merit and business needs, in compliance with applicable local laws.We celebrate all types of skills and backgrounds at Canva so even if you don’t feel like your skills quite match what’s listed above - we still want to hear from you!When you apply, please tell us the pronouns you use and any reasonable adjustments you may need during the interview process. Please note that interviews are conducted virtually."
