title,team,location,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,worker_type,remote,hybrid,url,description_short,description
Silicon Engineer,Hardware,"San Francisco, CA",2026-09-11,5286348008,anthropic,2026-08-05,2026-09-12,0.3925,,False,False,https://job-boards.greenhouse.io/anthropic/jobs/5286348008,,"About Anthropic
Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems.About the role
Anthropic runs some of the largest AI training and inference workloads in the world, across multiple hardware platforms. We work from the chip level up with our silicon partners, and we are now deepening that investment by building a custom silicon team.
You will be one of a small number of people covering a large surface. We are opening searches across the key domains below, and we are interested in candidates whose center of gravity sits in any of them:
Front-end design
Pre-silicon verification
Physical design
Design for test
Analog and mixed-signal
Technology and foundry
CAD and design infrastructure
Packaging, signal integrity, and power integrity
This is a role for someone who has shipped silicon, has a realistic relationship with schedules, and is comfortable making consequential calls without a large organization behind them.&nbsp;
Key responsibilities
Take part in end to end activities for the program: strategy, specification, execution and the technical bar.
Write the specifications and interface definitions that others design against and keep them coherent as the architecture converges
Make and own directional calls: technology and IP selection, where we build versus buy versus license, and where we take design authority versus rely on partners
Build and share AI-assisted approaches to the code-like parts of your domain, and help the team learn what Claude can genuinely accelerate
Contribute to the architecture and micro-architecture discussion from your domain's perspective, including the tradeoffs your area imposes on the rest of the chip
Partner with Anthropic's inference, performance, kernels, and infrastructure teams on hardware-software co-design, and with our hardware systems team on bring-up and integration
Support first-silicon bring-up and debug when it arrives, regardless of which domain you came in through
Minimum qualifications
Deep, hands-on expertise in at least one silicon domain: front-end design, pre-silicon verification, physical design, design for test, analog and mixed-signal, technology and foundry, design infrastructure, or packaging and signal/power integrity
Direct personal contribution to silicon that taped out and shipped, with ownership you can speak to in detail
Working fluency in the domains adjacent to your own, sufficient to reason about chip-level tradeoffs outside your specialty
Experience working with external partners — ASIC houses, IP vendors, foundries, or test partners — including reviewing their work and holding a technical bar
Track record of owning directional technical decisions and their consequences, not only making recommendations
Practical experience using AI coding tools in your own work, and clear ideas about where they help and where they do not
Clear written and verbal communication, and experience driving alignment across teams and organizations
Comfort operating with high autonomy and little scaffolding on a highly dynamic program
Preferred qualifications
Experience on machine learning accelerators, high-performance compute, or other large, high-bandwidth designs
Experience on a founding or early-stage silicon team, including standing up flows, methodology, or tooling from nothing
Experience with both partner-executed and fully in-house programs, and a view on the tradeoffs between them
Familiarity with the chip-package-system interface and the tradeoffs that cross it
Experience with hardware-software co-design and working directly with compiler, kernel, or runtime teams
Experience building or extending AI-assisted design, verification, or physical design flows
Depth in memory subsystems, on-die interconnect, numerics, or low-power design
Representative projects
Writing the specification for a compute datapath and defending its numeric format strategy against the alternatives
Standing up front-end flows and release management from scratch, then handing releases to an ASIC partner on a fixed cadence
Running fast in-house place-and-route loops on a critical block and feeding PPA reality back into the architecture
Selecting and qualifying PHY IP, then validating it on first silicon
Building a formal verification methodology for a new block and deciding where formal earns its keep versus simulation
Defining test strategy and the automated-test-equipment handoff interface with our partner
Prototyping a Claude-assisted workflow for RTL review, coverage triage, or specification consistency checking, and reporting honestly on what it did and did not do
Debugging a first-silicon failure that crosses your domain and someone else's
&nbsp;The annual compensation range for this role is listed below.&nbsp;
For sales roles, the range provided is the role’s On Target Earnings (""OTE"") range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role.Annual Salary:$320,000&mdash;$485,000 USDLogistics
Minimum education: Bachelor’s degree or an equivalent combination of education, training, and/or experience
Required field of study:&nbsp;A field relevant to the role as demonstrated through coursework, training, or professional experience
Minimum years of experience: Years of experience required will correlate with the internal job level requirements for the position
Location-based hybrid policy: Currently, we expect all staff to be in one of our offices at least 25% of the time. However, some roles may require more time in our offices.
Visa sponsorship:&nbsp;We do sponsor visas! However, we aren't able to successfully sponsor visas for every role and every candidate. But if we make you an offer, we will make every reasonable effort to get you a visa, and we retain an immigration lawyer to help with this.
We encourage you to apply even if you do not believe you meet every single qualification. Not all strong candidates will meet every single qualification as listed.&nbsp; Research shows that people who identify as being from underrepresented groups are more prone to experiencing imposter syndrome and doubting the strength of their candidacy, so we urge you not to exclude yourself prematurely and to submit an application if you're interested in this work. We think AI systems like the ones we're building have enormous social and ethical implications. We think this makes representation even more important, and we strive to include a range of diverse perspectives on our team.
Your safety matters to us. To protect yourself from potential scams, remember that Anthropic recruiters only contact you from&nbsp;@anthropic.com&nbsp;email addresses. In some cases, we may partner with vetted recruiting agencies who will identify themselves as working on behalf of Anthropic. Be cautious of emails from other domains. Legitimate Anthropic recruiters will never ask for money, fees, or banking information before your first day. If you're ever unsure about a communication, don't click any links—visit&nbsp;anthropic.com/careers&nbsp;directly for confirmed position openings.
How we're different
We believe that the highest-impact AI research will be big science. At Anthropic we work as a single cohesive team on just a few large-scale research efforts. And we value impact — advancing our long-term goals of steerable, trustworthy AI — rather than work on smaller and more specific puzzles. We view AI research as an empirical science, which has as much in common with physics and biology as with traditional efforts in computer science. We're an extremely collaborative group, and we host frequent research discussions to ensure that we are pursuing the highest-impact work at any given time. As such, we greatly value communication skills.
The easiest way to understand our research directions is to read our recent research. This research continues many of the directions our team worked on prior to Anthropic, including: GPT-3, Circuit-Based Interpretability, Multimodal Neurons, Scaling Laws, AI &amp; Compute, Concrete Problems in AI Safety, and Learning from Human Preferences.
Come work with us!
Anthropic is a public benefit corporation headquartered in San Francisco. We offer competitive compensation and benefits, optional equity donation matching, generous vacation and parental leave, flexible working hours, and a lovely office space in which to collaborate with colleagues. Guidance on Candidates' AI Usage:&nbsp;Learn about&nbsp;our policy for using AI in our application process."
"Solutions Marketing Manager, Cybersecurity",Marketing & Brand,"San Francisco, CA",2026-09-11,5420245008,anthropic,2026-09-11,2026-09-12,0.3578,,False,False,https://job-boards.greenhouse.io/anthropic/jobs/5420245008,,"About Anthropic
Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems.About the role
You will be a strategic contributor to our cybersecurity marketing efforts, positioning Claude as the trusted AI partner for CISOs, security operations teams, threat intelligence analysts and beyond. This is an important role that requires deep understanding of the cybersecurity ecosystem combined with the ability to craft compelling positioning and messaging around AI's benefit to defenders and the organizations they protect.
Working closely with sales, product, partnerships and communications teams, you'll be responsible for bringing cybersecurity launches, features, and messaging to market through various channels while ensuring cohesive positioning across audiences.
This role needs someone who can set vision and strategy while being hands-on with execution, from launching product capabilities for security operations and sector-specific tools to quarterbacking demand generation campaigns that drive adoption. Working at the intersection of AI safety, the evolving threat landscape, and campaigns, you'll help shape industry conversations around AI's role in cyber defense that drive measurable pipeline and impact results.
Key responsibilities
Coordinate and execute a comprehensive marketing strategy for cybersecurity across key segments: enterprise security operations, threat intelligence, detection and response, governance/risk/compliance, MSSPs and more
Craft differentiated positioning and messaging across solutions pages, campaign materials and content for distinct audiences within the vertical
Support go-to-market for product and solution launches including sector-specific offerings and relevant MCP integrations and skills (SIEM, SOAR, EDR, threat intelligence platforms, etc.)
Partner with the alliances team on joint go-to-market with cybersecurity partners, including shared positioning, launch coordination, and integrated campaign moments across security platform and services partners
Partner with communications on executive thought leadership regarding AI's potential to tip the balance toward defenders, including flagship announcements in the context of key security initiatives
Work with the social and content teams on a cybersecurity content calendar that highlights use cases, case studies, and partnership announcements
Drive thought leadership initiatives and speaking / event opportunities relevant to the security community
Enable sales teams with compelling materials, outbound campaigns, and pipeline-driving initiatives for security-led enterprise accounts
Report on which channels and campaigns are driving results and identify opportunities for iteration
Minimum qualifications
Have direct experience marketing software products to security audiences, including familiarity with how CISOs, SOC leaders, and security engineering teams evaluate and buy technology
Thrive in a 0-to-1 environment — can build processes where none exist and navigate ambiguity across a complex stakeholder landscape
Are an adaptable generalist with exposure and competency within multiple marketing functions (content, campaigns, social, analytics, sales enablement)
Have strong written and verbal communication skills, with an ability to translate complex AI capabilities into clear, compelling narratives for both technical practitioners and non-technical audiences
Are a quick learner who can absorb context on security workflows, buyer dynamics, and compliance frameworks rapidly
Excel at cross-functional collaboration — comfortable being the connective tissue between product, sales, partnerships, communications, and marketing teams
Are passionate about AI's potential to strengthen cyber defense while maintaining focus on responsible, safe deployment
Preferred qualifications
Have 8+ years of marketing experience with at least 2 years of experience in cybersecurity, security operations, or the broader security technology space
Have worked in or with security organizations and understand the distinct priorities and decision-making dynamics of security buyers
Possess experience with event marketing at security conferences (e.g., RSA Conference, Black Hat, Gartner Security &amp; Risk, ISAC events)
Have a background in enterprise sales enablement, particularly in complex or regulated industries
Show a track record of building marketing programs from scratch at a growth-stage company
Demonstrate interest in the responsible deployment of AI in security contexts, including an awareness of the dual-use considerations unique to cybersecurity use cases
Role-specific policy: For this role, we expect staff to be able to work from our Washington, D.C. or San Francisco office at least once a month for cross-functional stakeholder engagement. We encourage you to apply even if you might need some flexibility for an interim period of time for relocation.The annual compensation range for this role is listed below.&nbsp;
For sales roles, the range provided is the role’s On Target Earnings (""OTE"") range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role.Annual Salary:$255,000&mdash;$320,000 USDLogistics
Minimum education: Bachelor’s degree or an equivalent combination of education, training, and/or experience
Required field of study:&nbsp;A field relevant to the role as demonstrated through coursework, training, or professional experience
Minimum years of experience: Years of experience required will correlate with the internal job level requirements for the position
Location-based hybrid policy: Currently, we expect all staff to be in one of our offices at least 25% of the time. However, some roles may require more time in our offices.
Visa sponsorship:&nbsp;We do sponsor visas! However, we aren't able to successfully sponsor visas for every role and every candidate. But if we make you an offer, we will make every reasonable effort to get you a visa, and we retain an immigration lawyer to help with this.
We encourage you to apply even if you do not believe you meet every single qualification. Not all strong candidates will meet every single qualification as listed.&nbsp; Research shows that people who identify as being from underrepresented groups are more prone to experiencing imposter syndrome and doubting the strength of their candidacy, so we urge you not to exclude yourself prematurely and to submit an application if you're interested in this work. We think AI systems like the ones we're building have enormous social and ethical implications. We think this makes representation even more important, and we strive to include a range of diverse perspectives on our team.
Your safety matters to us. To protect yourself from potential scams, remember that Anthropic recruiters only contact you from&nbsp;@anthropic.com&nbsp;email addresses. In some cases, we may partner with vetted recruiting agencies who will identify themselves as working on behalf of Anthropic. Be cautious of emails from other domains. Legitimate Anthropic recruiters will never ask for money, fees, or banking information before your first day. If you're ever unsure about a communication, don't click any links—visit&nbsp;anthropic.com/careers&nbsp;directly for confirmed position openings.
How we're different
We believe that the highest-impact AI research will be big science. At Anthropic we work as a single cohesive team on just a few large-scale research efforts. And we value impact — advancing our long-term goals of steerable, trustworthy AI — rather than work on smaller and more specific puzzles. We view AI research as an empirical science, which has as much in common with physics and biology as with traditional efforts in computer science. We're an extremely collaborative group, and we host frequent research discussions to ensure that we are pursuing the highest-impact work at any given time. As such, we greatly value communication skills.
The easiest way to understand our research directions is to read our recent research. This research continues many of the directions our team worked on prior to Anthropic, including: GPT-3, Circuit-Based Interpretability, Multimodal Neurons, Scaling Laws, AI &amp; Compute, Concrete Problems in AI Safety, and Learning from Human Preferences.
Come work with us!
Anthropic is a public benefit corporation headquartered in San Francisco. We offer competitive compensation and benefits, optional equity donation matching, generous vacation and parental leave, flexible working hours, and a lovely office space in which to collaborate with colleagues. Guidance on Candidates' AI Usage:&nbsp;Learn about&nbsp;our policy for using AI in our application process."
"Safeguards Enforcement Lead, Cyber Harms",Safeguards (Trust & Safety),"San Francisco, CA",2026-09-11,5403775008,anthropic,2026-09-06,2026-09-12,0.2087,,False,False,https://job-boards.greenhouse.io/anthropic/jobs/5403775008,,"About Anthropic
Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems.About the role
As an Enforcement Lead, you will be responsible for managing and executing enforcement actions across our products and services, with a focus on detecting and mitigating attempts to misuse Anthropic's AI systems for malicious cyber operations. Your work will center on developing strategic enforcement frameworks for flagged activity related to cyberattacks, malware development, and offensive exploitation. Additionally, you will manage a team of Cyber Enforcement Analysts and contractors implementing this enforcement strategy.&nbsp;
Safety is core to our mission, and you'll help uphold policy enforcement so that our users can safely interact with and build on top of our products in a harmless, helpful, and honest way.
Important context for this role: In this position you may be exposed to and engage with explicit content spanning a range of topics, including those of a violent, technical, or psychologically disturbing nature. This role may require responding to escalations during weekends and holidays.
Key responsibilities
Manage a team of Cyber Enforcement Analysts and contractors, overseeing the vision of Cyber Enforcement strategy&nbsp;
Create strategies to detect and mitigate potential misuse of AI systems to facilitate cyberattacks, malware creation, exploitation tooling, and related harmful cyber operations
Collaborate with stakeholders regarding novel, ambiguous, or high-severity cases
Collaborate with the Safeguards Policy Design Team on policy gaps surfaced through real enforcement scenarios
Partner with Engineering and Data Science teams to ensure tooling and measurement support enforcement operations.
Keep up to date with emerging AI policy enforcement best practices, threat actor tactics, and the evolving cyber threat landscape, using these to inform enforcement decisions
Minimum qualifications
Experience as a people manager
Experience in cybersecurity, including knowledge of offensive techniques, exploit development, malware analysis, or vulnerability research
Experience performing content review, abuse investigations, or policy enforcement at volume
Proficiency in SQL and/or Python for data analysis and threat detection
Experience identifying emerging risks and communicating findings to a diverse set of stakeholders, such as Product, Policy, Engineering, and Legal teams
Experience working with generative AI products, including writing effective prompts for content review and enforcement
Preferred qualifications
Experience in trust &amp; safety, abuse investigations, cybersecurity investigations, or threat intelligence in a technology or AI company
Experience with large language models and an understanding of how AI technology could be misused for cyber operations
Experience operating within abuse monitoring programs or enforcement review systems
Understanding of the challenges involved in implementing product policies at scale, including in the content moderation space
Experience working with government agencies, regulated environments, or information sharing communities
The annual compensation range for this role is listed below.&nbsp;
For sales roles, the range provided is the role’s On Target Earnings (""OTE"") range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role.Annual Salary:$285,000&mdash;$330,000 USDLogistics
Minimum education: Bachelor’s degree or an equivalent combination of education, training, and/or experience
Required field of study:&nbsp;A field relevant to the role as demonstrated through coursework, training, or professional experience
Minimum years of experience: Years of experience required will correlate with the internal job level requirements for the position
Location-based hybrid policy: Currently, we expect all staff to be in one of our offices at least 25% of the time. However, some roles may require more time in our offices.
Visa sponsorship:&nbsp;We do sponsor visas! However, we aren't able to successfully sponsor visas for every role and every candidate. But if we make you an offer, we will make every reasonable effort to get you a visa, and we retain an immigration lawyer to help with this.
We encourage you to apply even if you do not believe you meet every single qualification. Not all strong candidates will meet every single qualification as listed.&nbsp; Research shows that people who identify as being from underrepresented groups are more prone to experiencing imposter syndrome and doubting the strength of their candidacy, so we urge you not to exclude yourself prematurely and to submit an application if you're interested in this work. We think AI systems like the ones we're building have enormous social and ethical implications. We think this makes representation even more important, and we strive to include a range of diverse perspectives on our team.
Your safety matters to us. To protect yourself from potential scams, remember that Anthropic recruiters only contact you from&nbsp;@anthropic.com&nbsp;email addresses. In some cases, we may partner with vetted recruiting agencies who will identify themselves as working on behalf of Anthropic. Be cautious of emails from other domains. Legitimate Anthropic recruiters will never ask for money, fees, or banking information before your first day. If you're ever unsure about a communication, don't click any links—visit&nbsp;anthropic.com/careers&nbsp;directly for confirmed position openings.
How we're different
We believe that the highest-impact AI research will be big science. At Anthropic we work as a single cohesive team on just a few large-scale research efforts. And we value impact — advancing our long-term goals of steerable, trustworthy AI — rather than work on smaller and more specific puzzles. We view AI research as an empirical science, which has as much in common with physics and biology as with traditional efforts in computer science. We're an extremely collaborative group, and we host frequent research discussions to ensure that we are pursuing the highest-impact work at any given time. As such, we greatly value communication skills.
The easiest way to understand our research directions is to read our recent research. This research continues many of the directions our team worked on prior to Anthropic, including: GPT-3, Circuit-Based Interpretability, Multimodal Neurons, Scaling Laws, AI &amp; Compute, Concrete Problems in AI Safety, and Learning from Human Preferences.
Come work with us!
Anthropic is a public benefit corporation headquartered in San Francisco. We offer competitive compensation and benefits, optional equity donation matching, generous vacation and parental leave, flexible working hours, and a lovely office space in which to collaborate with colleagues. Guidance on Candidates' AI Usage:&nbsp;Learn about&nbsp;our policy for using AI in our application process."
"Safeguards Enforcement Analyst, Violence & Extremism",Safeguards (Trust & Safety),"San Francisco, CA",2026-09-11,5343907008,anthropic,2026-07-15,2026-09-12,0.2315,,False,False,https://job-boards.greenhouse.io/anthropic/jobs/5343907008,,"About Anthropic
Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems.About the role
As a Safeguards Enforcement Analyst focused on Violence &amp; Extremism, you will be responsible for building and executing operational workflows to assess model behavior, drive enforcement decisions, and develop evals across a technically demanding range of policy areas. Your work spans detecting and mitigating attempts to misuse Anthropic's AI systems to facilitate real-world harm, including weapons and dangerous technology, critical infrastructure attacks, violent extremism, and threats of violence.
Important context for this role: In this position you may be exposed to and engage with explicit content spanning a range of topics, including those of a violent, graphic, hateful, or psychologically disturbing nature.
Key responsibilities
Design and architect automated enforcement systems and review workflows that scale effectively while maintaining high accuracy
Develop and maintain evals that measure model performance on these policy areas, surface regressions, and inform policy and model improvements
Partner with Engineering and Data Science to optimize detection and automated enforcement systems for potential policy violations
Review flagged content to drive enforcement decisions and surface policy gaps, with particular attention to novel or technically sophisticated misuse attempts + emerging extremist movements, ideologies, and mobilization tactics
Support the Safeguards policy design team by providing structured feedback on policy gaps and enforcement ambiguities based on real enforcement scenarios
Develop and maintain enforcement guidelines and reviewer documentation that enable accurate, consistent enforcement across a wide range of content
Keep up to date with emerging threats, terrorist and extremist movements, regulatory changes, and AI policy enforcement best practices, and apply these to inform our workflows and evals
Identify and escalate emerging misuse patterns, novel attack vectors, and signs of coordinated violent extremist activity
Minimum qualifications
Experience in policy enforcement, threat intelligence, counterterrorism, government, or a closely related field, with direct exposure to harmful content, dangerous technology, violent extremism, or physical harm facilitation
Experience standing up and scaling policy enforcement or content review workflows
Proficiency in SQL and/or other data analysis tools to draw insights from large datasets and monitor enforcement workflow health
Experience identifying emerging risks and threat actors, and communicating findings to a diverse set of stakeholders, such as Product, Policy, Engineering, and Legal teams
Experience working with generative AI products, including writing effective prompts for content review and enforcement
Understanding of the challenges involved in implementing product policies at scale, including in the content moderation space
Preferred qualifications
Subject matter expertise in one or more high-stakes harm areas, such as weapons and dangerous technology, violent extremism, terrorism, autonomous systems, or critical infrastructure protection
Familiarity with relevant legal and regulatory frameworks governing dangerous technology, critical infrastructure, or domestic/international terrorism
Experience developing evals or red-teaming AI systems, particularly for harmful content or policy enforcement use cases
Experience with threat actor profiling and threat intelligence frameworks (e.g., MITRE ATT&amp;CK)
Experience tracking threat actors, extremist networks, or misuse patterns across surface, deep, and dark web environments
Experience with large language models and an understanding of how AI technology could provide meaningful uplift toward serious harm
Proficiency in Python for data analysis and workflow automation
Background in law enforcement, national security, defense, counterterrorism, or a relevant regulatory environment
Experience assessing the technical plausibility and real-world harm potential of content, including the ability to distinguish between general educational content and genuine operational uplift, and between protected speech and genuine incitement/mobilization
Familiarity with cross-platform threat analysis and OSINT techniques
The annual compensation range for this role is listed below.&nbsp;
For sales roles, the range provided is the role’s On Target Earnings (""OTE"") range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role.Annual Salary:$285,000&mdash;$330,000 USDLogistics
Minimum education: Bachelor’s degree or an equivalent combination of education, training, and/or experience
Required field of study:&nbsp;A field relevant to the role as demonstrated through coursework, training, or professional experience
Minimum years of experience: Years of experience required will correlate with the internal job level requirements for the position
Location-based hybrid policy: Currently, we expect all staff to be in one of our offices at least 25% of the time. However, some roles may require more time in our offices.
Visa sponsorship:&nbsp;We do sponsor visas! However, we aren't able to successfully sponsor visas for every role and every candidate. But if we make you an offer, we will make every reasonable effort to get you a visa, and we retain an immigration lawyer to help with this.
We encourage you to apply even if you do not believe you meet every single qualification. Not all strong candidates will meet every single qualification as listed.&nbsp; Research shows that people who identify as being from underrepresented groups are more prone to experiencing imposter syndrome and doubting the strength of their candidacy, so we urge you not to exclude yourself prematurely and to submit an application if you're interested in this work. We think AI systems like the ones we're building have enormous social and ethical implications. We think this makes representation even more important, and we strive to include a range of diverse perspectives on our team.
Your safety matters to us. To protect yourself from potential scams, remember that Anthropic recruiters only contact you from&nbsp;@anthropic.com&nbsp;email addresses. In some cases, we may partner with vetted recruiting agencies who will identify themselves as working on behalf of Anthropic. Be cautious of emails from other domains. Legitimate Anthropic recruiters will never ask for money, fees, or banking information before your first day. If you're ever unsure about a communication, don't click any links—visit&nbsp;anthropic.com/careers&nbsp;directly for confirmed position openings.
How we're different
We believe that the highest-impact AI research will be big science. At Anthropic we work as a single cohesive team on just a few large-scale research efforts. And we value impact — advancing our long-term goals of steerable, trustworthy AI — rather than work on smaller and more specific puzzles. We view AI research as an empirical science, which has as much in common with physics and biology as with traditional efforts in computer science. We're an extremely collaborative group, and we host frequent research discussions to ensure that we are pursuing the highest-impact work at any given time. As such, we greatly value communication skills.
The easiest way to understand our research directions is to read our recent research. This research continues many of the directions our team worked on prior to Anthropic, including: GPT-3, Circuit-Based Interpretability, Multimodal Neurons, Scaling Laws, AI &amp; Compute, Concrete Problems in AI Safety, and Learning from Human Preferences.
Come work with us!
Anthropic is a public benefit corporation headquartered in San Francisco. We offer competitive compensation and benefits, optional equity donation matching, generous vacation and parental leave, flexible working hours, and a lovely office space in which to collaborate with colleagues. Guidance on Candidates' AI Usage:&nbsp;Learn about&nbsp;our policy for using AI in our application process."
"Safeguards Enforcement Analyst, Safety Evaluations",Safeguards (Trust & Safety),Remote-Friendly US (Travel Required),2026-09-11,5137183008,anthropic,2026-06-08,2026-09-12,0.2166,,False,False,https://job-boards.greenhouse.io/anthropic/jobs/5137183008,,"About Anthropic
Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems.About the Role
Anthropic's Safeguards team is responsible for enforcing our policies, protecting users, and ensuring our platform is not misused. As a Safeguards Enforcement Analyst focused on Safety Evaluations, you'll play a central role in ensuring our models meet safety and policy standards before and after launch. You'll run and monitor evaluations, drive mitigations when issues surface, coordinate the creation of new evals, and help build the processes and documentation that allow the team to scale this work over time.
This role requires someone who is detail-oriented, comfortable navigating ambiguity, and capable of coordinating across teams to break new ground and drive work to completion. This work is deeply cross-functional — you'll partner closely with policy experts, Safeguards engineering teams, and many other stakeholders throughout the organization to ensure our evaluations are comprehensive and current, and that findings translate into meaningful improvements to model behavior.
Responsibilities
Support model launch readiness by running evaluations, monitoring and interpreting results, and surfacing regressions or unexpected behavior changes to relevant stakeholders
Partner closely with policy and domain experts throughout the evaluation lifecycle — from identifying risks and scoping the right evaluation approach, to coordinating creation of new evals and ensuring existing ones remain current with evolving policies, threat vectors, and model capabilities
Work with cross-functional stakeholders to help manage evaluation outcomes, including interpreting results and driving mitigations where needed
Think strategically about eval quality to build processes and eval paradigms that keep evaluations unsaturated, high-signal, and insightful as models improve
Build out processes and frameworks for creating product-specific evaluations as Anthropic's product surface area expands
Help design and scope tooling improvements that accommodate evolving eval needs and expand self-serve eval creation and iteration for non-technical users
Write and maintain rigorous documentation for evaluation creation, execution, and interpretation as the team builds out eval tooling and processes
You may be a good fit if you:
Have experience in trust and safety, content operations, policy enforcement, or a related operational role at a technology company
Thrive in ambiguous, fast-moving environments — you're energized rather than frustrated when the path forward isn't clearly defined and you need to figure it out as you go
Have experience building processes, workflows, or programs from scratch (zero-to-one work), not just maintaining existing ones
Have strong program management instincts, naturally creating structure around complex, multi-stakeholder efforts by tracking timelines, dependencies, and deliverables to keep work on track
Are eager to expand your technical toolkit, including adopting internal tools and AI-assisted workflows (e.g., Claude Code) to accelerate your work
Can manage multiple concurrent workstreams across different domain areas without losing track of details — strong prioritization and context-switching are essential when deadlines and priorities shift quickly
Are a strong generalist comfortable moving fluidly across different types of work and switching contexts throughout the day
Are comfortable making judgment calls with incomplete information and escalating appropriately when needed
Communicate clearly and concisely, both in writing and cross-functionally
Strong candidates may also have:
Experience operating under tight, high-stakes timelines — such as product launch cycles, incident response, or regulatory deadlines — where information and priorities can shift with little notice
Experience coordinating across engineering, policy, and product teams to translate findings into concrete action
Experience building and maintaining SOPs, runbooks, and operational documentation in fast-changing environments
Proficiency with data tools (SQL, dashboards, spreadsheets) sufficient to maintain and improve workflows
Comfort working with sensitive content areas as part of eval creation or enforcement review responsibilities
The annual compensation range for this role is listed below.&nbsp;
For sales roles, the range provided is the role’s On Target Earnings (""OTE"") range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role.Annual Salary:$230,000&mdash;$270,000 USDLogistics
Minimum education: Bachelor’s degree or an equivalent combination of education, training, and/or experience
Required field of study:&nbsp;A field relevant to the role as demonstrated through coursework, training, or professional experience
Minimum years of experience: Years of experience required will correlate with the internal job level requirements for the position
Location-based hybrid policy: Currently, we expect all staff to be in one of our offices at least 25% of the time. However, some roles may require more time in our offices.
Visa sponsorship:&nbsp;We do sponsor visas! However, we aren't able to successfully sponsor visas for every role and every candidate. But if we make you an offer, we will make every reasonable effort to get you a visa, and we retain an immigration lawyer to help with this.
We encourage you to apply even if you do not believe you meet every single qualification. Not all strong candidates will meet every single qualification as listed.&nbsp; Research shows that people who identify as being from underrepresented groups are more prone to experiencing imposter syndrome and doubting the strength of their candidacy, so we urge you not to exclude yourself prematurely and to submit an application if you're interested in this work. We think AI systems like the ones we're building have enormous social and ethical implications. We think this makes representation even more important, and we strive to include a range of diverse perspectives on our team.
Your safety matters to us. To protect yourself from potential scams, remember that Anthropic recruiters only contact you from&nbsp;@anthropic.com&nbsp;email addresses. In some cases, we may partner with vetted recruiting agencies who will identify themselves as working on behalf of Anthropic. Be cautious of emails from other domains. Legitimate Anthropic recruiters will never ask for money, fees, or banking information before your first day. If you're ever unsure about a communication, don't click any links—visit&nbsp;anthropic.com/careers&nbsp;directly for confirmed position openings.
How we're different
We believe that the highest-impact AI research will be big science. At Anthropic we work as a single cohesive team on just a few large-scale research efforts. And we value impact — advancing our long-term goals of steerable, trustworthy AI — rather than work on smaller and more specific puzzles. We view AI research as an empirical science, which has as much in common with physics and biology as with traditional efforts in computer science. We're an extremely collaborative group, and we host frequent research discussions to ensure that we are pursuing the highest-impact work at any given time. As such, we greatly value communication skills.
The easiest way to understand our research directions is to read our recent research. This research continues many of the directions our team worked on prior to Anthropic, including: GPT-3, Circuit-Based Interpretability, Multimodal Neurons, Scaling Laws, AI &amp; Compute, Concrete Problems in AI Safety, and Learning from Human Preferences.
Come work with us!
Anthropic is a public benefit corporation headquartered in San Francisco. We offer competitive compensation and benefits, optional equity donation matching, generous vacation and parental leave, flexible working hours, and a lovely office space in which to collaborate with colleagues. Guidance on Candidates' AI Usage:&nbsp;Learn about&nbsp;our policy for using AI in our application process."
