title,team,location,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,url,description,business_unit,work_location_option
"Manager, Ads Policy",Legal,"New York,New York,United States of America; Los Angeles,California,United States of America",2026-06-01,JR40880,netflix,2026-06-02,2026-06-02,0.2968,https://explore.jobs.netflix.net/careers/job/790316164388,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next.The RoleOur ad-supported tier offers our members more choice in how they consume their content. The ads tier allows us to attract new members at a lower price point, while also creating a compelling path for advertisers to reach audiences that are deeply immersed. The Ads Policy Team is a part of the Marketing, Advertising, Communications, and Consumer Product Legal Team and sets advertising standards to protect the experience of our members and business partners. We work with a variety of teams from Advertising, Product Management, Engineering, Legal, Global Affairs, and Strategic Planning and Analysis to set policies in a scalable way and deliver ads in a manner that’s thoughtful of our member’s viewing experience and drives great outcomes for advertisers. Ads Policy Team members are motivated to find innovative solutions, and use technical know-how, user insights and proactive communication to pursue the highest possible quality and safety standards for members and advertisers.On this team, you're a big-picture thinker and strategic leader. You understand the member's point of view and are passionate about using your combined technical, sales and customer service acumen to deliver high impact to our business by monetizing our incredible slate of content. We are looking for an Ads Policy team member who is excited to join us on this journey.Key Responsibilities Functional Expert. Develop and draft ads policy across one or more functional areas (e.g., financial services, healthcare, alcohol).Operational Strategist & Project Management. Proactively identify business-critical issues and opportunities to improve how we advise, align, and finalize ads policies at Netflix. Global & Regional Player. Ability to be an advocate for the specific needs of Ads Policy bringing a global lens, striking a balance between scalability, localization, and highly nuanced sensitivities and cultural perspectives to drive meaningful ads policies for Netflix, our members and advertisers.  Experience & Skills 5+ years experience in relevant fields, such as Advertising Policy, Content Moderation, Policy Compliance, Legal Operations, Trust & SafetyFunctional expertise in Content Moderation, Policy/Legal Operations, Trust & Safety.Policy experience with robust knowledge of the technology sector and the key policy issues affecting the internet like online and brand safety.Experience managing and scaling a high volume of content across multiple verticals and countries and/or running multiple, simultaneous and complex policy projects from inception through to completion. Strong communication and cross-functional skills, with the ability to engage, listen, and collaborate with internal departments/teams to align from strategy through execution and translate complex issues into simple, clear language.Have experience collaborating closely with advertisers, legal, and sales teams.You thrive in a fast-paced environment, possess a high level of intellectual curiosity, and have a goal-oriented entrepreneurial mindset, driven to succeed and always up for a challenge!  Generally, our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $250,000.00 - $380,000.00.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more details about our Benefits here. Netflix is a unique culture and environment. Learn more here.Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.",Streaming,onsite
Software Engineer 5 - TV & Web Player Platform,Engineering,"Los Gatos,California,United States of America",2026-06-01,JR40895,netflix,2026-06-02,2026-06-02,0.2527,https://explore.jobs.netflix.net/careers/job/790316165142,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next. The TeamThe TV & Web Player Platform team is responsible for developing streaming video players that deliver industry-leading playback experiences within the Netflix app on consumer electronic devices and web browsers. Our players operate on millions of devices, including Smart TVs, streaming sticks, game consoles, set-top boxes, and browsers like Chrome, Firefox, and Edge. We aim to delight our members with innovative playback features and exceptional streaming quality.Our  team is at the forefront of testing a diverse set of innovative activities related to product feature expansion. This includes creating tests for playback features such as Live Streaming, Seamless Ads playback, and Ident innovation. We conduct A/B tests to thoroughly evaluate features and ensure they perform optimally without regressions. We are deeply involved in continuous integration and release management testing of our video player, which is core to our operations. This critical function ensures the delivery of the best streaming experience to our members by maintaining high standards of quality and performance. Our team collaborates with various cross-functional teams across Netflix, including UI, Encoding, Streaming Algorithms, Security, and Open Connect, to support product development and experimentation through rigorous testing.This  team consists of engineers from diverse backgrounds, bringing expertise across multiple disciplines, including embedded systems, streaming media playback, content protection, client-server communication, networking protocols, continuous integration, test automation, experimentation, and software engineering. Our success is driven by self-motivated, collaborative, and curious engineers who prioritize the team's goals.The RoleWe are seeking a senior software engineer with deep expertise in test development, automation, CI/CD pipelines, and build and release processes to join our team. Your primary responsibilities will include designing and implementing complex automated tests and strategies that ensure the highest quality streaming experiences on both TV and Web devices. You will lead efforts to optimize and automate our build, integration, and release workflows, ensuring rapid and reliable delivery of new features and fixes. You will drive technical direction for test automation, mentor other engineers, and partner with cross-functional teams to solve challenging problems at scale.What sets you apart?You take technical ownership of test development and automation, designing robust solutions that address complex and evolving challenges..You have hands-on experience improving and maintaining CI/CD pipelines, build systems, and release automation, ensuring high velocity and quality in software delivery.You proactively identify opportunities to improve streaming quality and reliability, using data and experimentation to drive continuous improvement.You communicate clearly and collaborate effectively across teams and disciplines to align on technical direction and deliver high-impact results.Demonstrated experience utilizing GenAI  to accelerate test automation and/or streamline CI/CD/release processes.What skills are essential to us?Extensive experience in software engineering with focus on  test developmentExceptional proficiency in JavaScript and/or Typescript.Strong experience with CI/CD tools (such as Jenkins, Spinnaker, or GitHub Actions), and a proven ability to automate and optimize build, integration, and release processes.Proven ability to drive quality through experimentation, including designing, running, and analyzing A/B tests to inform product and platform improvements.Strong analytical and problem-solving skills, with a data-driven approach to identifying root causes and implementing effective solutions.Exceptional communication and collaboration skills, enabling you to work seamlessly across cross-functional teams and influence technical direction.Experience mentoring and leveling up peers through code reviews, technical guidance, and knowledge sharing.Nice to have: Experience in streaming media playback, architecture, and industry protocols relevant to video streaming.  Generally, our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $388,000.00 - $558,000.00.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more details about our Benefits here. Netflix is a unique culture and environment. Learn more here.Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.",Streaming,onsite
Production Designer - Brand Creative Studio,Marketing,"Los Angeles,California,United States of America",2026-06-01,JR40903,netflix,2026-06-02,2026-06-02,0.2559,https://explore.jobs.netflix.net/careers/job/790316166230,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next.Production Designer, Brand Creative StudioTHE TEAMThe Netflix Brand Creative Studio (BCS) is our in-house team of Strategists, Creatives, Designers, Producers, and Program Managers. We are the creative collective behind Netflix’s most high-profile brand initiatives, developing work that builds passionate fandoms and shapes how the world connects with our brand. Our mission is to strengthen the Netflix brand and drive business value by creating culturally relevant marketing that is as entertaining as our shows, films, games, and experiences. Our studio serves as a centralized partner for a wide range of business-critical areas—spanning Global Brand and Brand Partnerships, Ads, Consumer Products, and live experiences like Netflix House. As Netflix continues to expand into new business units, formats, and physical experiences, the volume and complexity of design output across the company continues to grow. To support this scale, BCS is evolving its operating model to include a dedicated production design team focused on speed, systems, and consistency, without compromising craft.THE ROLEWe are seeking a Production Designer to join the Brand Creative Studio. This role is an individual contributor within the production design team, responsible for delivering high-quality, brand-led design output at scale across multiple business functions, including the Netflix Brand, Netflix House, Product Marketing, Consumer Products, and Corporate Communications.This role reflects a creative agency and design studio model of production design, where designers work within established systems to execute a high volume of work efficiently and thoughtfully. You will partner closely with the Senior Manager, Production Design and cross-functional teams to bring brand strategy and design systems to life across channels, markets, and formats.A strong portfolio demonstrating solid design fundamentals, attention to detail, and experience working within brand systems is required.RESPONSIBILITIESProduction Design & ExecutionDesign and produce high-volume, brand-led assets across a range of outputs, including lower-funnel marketing assets, campaign toolkits, sales materials, and presentation design.
 Execute work within established brand systems, templates, and production frameworks, ensuring consistency and quality across deliverables.
 Apply strong design fundamentals to every output, with attention to typography, layout, hierarchy, and clarity.Cross-Functional Creative SupportCollaborate with partners across Brand, Product Marketing, Consumer Products, Netflix House, and Corporate Comms to support a wide range of creative needs.
 Contribute to presentation design for executive, sales, and high-priority communications where clarity and brand expression are critical.
 Ensure work is fit-for-purpose across audiences and channels while adhering to Netflix brand standards.Systems & Workflow ContributionSupport the ongoing development and refinement of templates, modular systems, and production workflows.
 Adapt existing systems to new formats, channels, and use cases as needed.
 Work efficiently within fast-moving timelines while maintaining a high standard of craft.Craft, Quality & GrowthUphold quality and attention to detail across all production outputs.
 Incorporate feedback thoughtfully and iterate quickly.
 Stay current on best practices in production design, brand systems, and design tooling.
 QUALIFICATIONS4–6 years of experience in design within a creative agency, design studio, or in-house brand team.
 Strong foundation in visual design, including typography, layout, hierarchy, and composition.
 Experience working within established brand systems and templates.
 Ability to execute high-volume design work efficiently without sacrificing quality.
 Exposure to a range of outputs, such as marketing assets, toolkits, sales materials, and presentation design.
 Strong collaboration skills and comfort working with cross-functional partners.
 Fluency in modern design tools and workflows (Figma, Adobe Creative Suite; motion experience a plus).
 Clear communicator who is receptive to feedback and eager to learn.
 Highly organized and comfortable working in fast-paced environments.
 Interest in growing within a production design or systems-led design practice. Generally, our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $139,000.00 - $221,000.00.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more details about our Benefits here. Netflix is a unique culture and environment. Learn more here.Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.",Streaming,onsite
"Frontend Engineer, Media Infra Systems & Observability - L4",Engineering,"Los Gatos,California,United States of America",2026-05-29,JR40840,netflix,2026-06-02,2026-06-02,0.3087,https://explore.jobs.netflix.net/careers/job/790316090215,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next.The mission of Live & Encoding Technologies is to deliver the best A/V experiences to our members and our studio customers via media innovations. A critical component to achieve this goal is the highly scalable cloud-based infrastructure systems to support generating media assets of various formats and quality levels. Another important aspect is to have a world-class observability layer that enhances operational excellence and serves as a multiplier for developer productivity. Media Infra Systems and Observability team focuses on developing such infrastructure to support workflow orchestration, enable A/B testing, build observability tooling acting as an enablement team across the Live & Encoding technologies org. We are looking for talented engineers to join our team and elevate our system to the next level.You will be successful in this role if you:Are a quick learner and excited about learning new technologiesPassionate about iterative development, simple to navigate UX, code quality, and engineering best practicesHave a design eye and work without designers.Thrive in an environment with lots of context and minimal guidance.Takes pride in developer enablement and operational excellence. Can collaborate with deep domain experts to grasp and translate complex systems and workflows into intuitive and useful UIs.Enjoy taking full ownership of projects from conception to productionQualifications:Strong front-end fundamentals: React, TypeScript, GraphQLExperience building data-heavy UIs - dashboards, operational tools, or developer portalsAbility to work directly with engineering partners to define requirementsComfortable reading and debugging backend systems even if you're not the one building themBonus:Experience in Java backend systemsExperience in media encoding system space Generally, our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $250,000.00 - $413,000.00.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more details about our Benefits here. Netflix is a unique culture and environment. Learn more here.Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.",Streaming,onsite
"Product Manager, Partner Commerce",Product Management,"Los Gatos,California,United States of America",2026-05-29,JR40162,netflix,2026-06-02,2026-06-02,0.3297,https://explore.jobs.netflix.net/careers/job/790315558738,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next.Connecting hundreds of millions of people around the globe with great entertainment requires not only amazing content but also strategic partnerships and product integrations that make it easy to access and enjoy Netflix. The Partner Product team tackles many hard problems that others struggle to solve and requires a leader who can shape the future of entertainment globally. The Team As a Product Manager - Partner Commerce, you will be a key interface between the Commerce and Partnerships team, driving our vision and roadmap to ensure a best-in-class platform for contracts, billing, and payments. You will also work closely with finance, tax, and accounting to ensure an end-to-end experience from signature-to-reporting.  This is a dynamic role due to the rapidly changing entertainment landscape with tremendous impact on how current and future members around the world will interact with Netflix through our partners. This role is based in our Los Gatos office (preferred) in a hybrid model, but we are open to remote candidates who are on the West Coast US. Some travel to Los Gatos will be required if remote-based.In this role, you will have: Experience driving end-to-end commercial features and roadmaps with a proven record of prioritizing and successfully launching impactful products or platforms.Excellent written communication skills and ability to present to a variety of technical and non-technical cross-functional partners5+ years of product management experience in related domain areasAbility to partner with different functions to ensure that your solutions drive real business impact. Strategic thinking and ability to incorporate larger business context into product solutions.Domain ExpertiseIdentifying and executing upon new opportunities to improve how we scale the commercial aspects of our partnershipsExperience working and establishing credibility with leaders spanning Engineering, Finance, Tax, Legal, Data, and Business DevelopmentHigh-level understanding of corporate accounting; you know how B2B2C transactions impact a P&L.Culture MemoExperience with approaching new ideas with a testing and innovation mindset and lean on data to inform decision-makingFamiliarity with working in ambiguity. This role is fast-paced, fluid, and will frequently evolve based on partner, strategy, and product priorities.Exhibit strong judgment and welcome candid feedback.The belief that great product and design are essential to a successful consumer service.Successful applicants can come from many places, but will have combined product, business, strategy, technology, data and/or design backgrounds to create amazing consumer experiences. Generally, our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $440,000.00 - $725,000.00.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more details about our Benefits here. Netflix is a unique culture and environment. Learn more here.Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.",Streaming,onsite
Global Ad Sales Curriculum Designer,Talent,"Los Angeles,California,United States of America; New York,New York,United States of America",2026-05-28,JR40836,netflix,2026-06-02,2026-06-02,0.3681,https://explore.jobs.netflix.net/careers/job/790316087389,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next.Our rapidly expanding global Ads team is building an innovative advertising offering where our clients can reach engaged audiences and our members can find must-watch series and films at a lower price. Within our Ads business, the Market Activation team’s goal is to ensure our commercial teams are exceptionally prepared and positioned to succeed by setting the standard for go-to-market readiness and launch execution for both Content and Ad solutions.We are seeking a Global Ads Curriculum Designer will lead the strategy, development, and execution of scalable global learning and enablement programs for Netflix Ads.Key Responsibilities:Design, develop, and deliver live and virtual curriculum focused on product knowledge, sales tools, competitive landscape, and sales skill development for Netflix Ads Sales teams.Build a globally scalable curriculum and partner with regional teams to ensure effective localization and deployment of learning solutions.Collaborate with Product, Product Marketing, and Regional Ads teams to identify learning needs and align curriculum with business objectives.Partner with cross-functional subject matter experts to ensure content accuracy, relevance, and effectiveness.Apply a variety of learning modalities—including instructor-led, virtual, self-paced, and blended learning—to create engaging and impactful learning experiences.Continuously assess and enhance curriculum effectiveness through feedback, data analysis, and best practices in adult learning.Manage projects independently in a fast-paced, ambiguous environment, balancing multiple priorities and stakeholders.Basic Qualifications:10+ years of experience in designing and delivering ad sales curriculum in an enterprise sales organization.Demonstrated expertise in instructional design principles, adult learning theory, and curriculum development.Exceptional communication and presentation skills, with the ability to influence and engage senior stakeholders.Strong project management skills; proven ability to manage multiple priorities and deliver results under tight deadlines.Experience leading solutions and driving alignment in a matrixed organization.Self-starter with a high degree of initiative, adaptability, and resourcefulness.Preferred Qualifications:Strong business acumen and strategic problem-solving abilities.Experience collaborating with business leaders and subject matter experts to design innovative learning solutions.Deep understanding of adult learning science, instructional design methodologies, and learning technology platforms.Familiarity with sales methodologies and how to enable sales teams against themExperience working in a global, matrixed organization Generally, our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $185,000.00 - $315,000.00.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more details about our Benefits here. Netflix is a unique culture and environment. Learn more here.Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.",Streaming,onsite
Ad Sales Learning Enablement Manager (UCAN),Talent,"New York,New York,United States of America",2026-05-28,JR40835,netflix,2026-06-02,2026-06-02,0.3304,https://explore.jobs.netflix.net/careers/job/790316087198,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next. Our rapidly expanding global Ads team is building an innovative advertising offering where our clients can reach engaged audiences and our members can find must-watch series and films at a lower price. Within our Ads business, the Market Activation team’s goal is to ensure our commercial teams are exceptionally prepared and positioned to succeed by setting the standard for go-to-market readiness and launch execution for both Content and Ad solutions.We are seeking a Regional Enablement Lead for our UCAN Ads team. This role will create a remarkable and equitable learning experience for our UCAN sales team to help empower their growth and achieve results. As a strategic partner to the UCAN regional leadership team, you will act as the voice and representative of the region as your end customer. The ideal candidate should be self-driven, excel at project and stakeholder management, and be able to work in an ambiguous environment with minimal guidance. The role will report directly to the Director, Commercial Readiness and Enablement.ResponsibilitiesPartner with the regional GTM team to plan, coordinate, and execute high-quality learning programs that are aligned with regional sales priorities - develop and own the UCAN Ads enablement curriculum Facilitate enablement workshops and sessions and translate relevant content for regional use - both internal NFLX sales and external partnersDevelop communication plans that drive regional relevance for global initiatives and regional GTM initiativesCollaborate with cross-functional teams (ie. PMM, MP&O, Measurement, Commercial Readiness) to create a world-class learning experience for regional sellers (UCAN/EMEA/LATAM/APAC)Report on success metrics and draw insights from the dataExperience: 7 - 10 years of experience in ad sales and/or working as a Global Sales and Operations Lead, Curriculum Designer, or similar roles leading strategy for a global sales team.Experience selling or developing programmatic and/or CTV selling capabilities in commercial sales teamsExcellent project and stakeholder management, presence, communication, presentation, and interpersonal skills.Proven experience facilitating training or other related activityExperience working with LMS like Intellum, Articulate, or similarExperience with CRM or Order Management Systems are a plus!  Generally, our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $185,000.00 - $315,000.00.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more details about our Benefits here. Netflix is a unique culture and environment. Learn more here.Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.",Streaming,onsite
