title,team,location,posted_date,job_id,position_id,source,first_seen_date,last_seen_date,semantic_similarity,job_category,job_family,schedule_type,url,description_short,description,work_location_option,role_type,required_travel
Software Engineer II | Azure Resource Graph,Software Engineering,"United States, Multiple Locations, Multiple Locations",2026-07-10,200031807,1970393556847370,microsoft,2026-06-19,2026-07-12,0.3395,Software Engineering,Software Engineering,Full-Time,https://apply.careers.microsoft.com/careers/job/1970393556847370,Software Engineer II | Azure Resource Graph,"Overview
 Azure Resource Graph’s (ARG part of ARM/Azure Control plane) mission is to Reliably organize the planet-scale cloud inventory and making it accessible to every Azure customer through scalable, and performant tools.ARG is the Inventory of cloud resources, dependencies, services, apps & Azure metadata and is a core service enabling almost all Azure experiences and workloads that are running on top of Azure. Azure Portal, Azure Market Place, Search, Catalog at-scale experiences scenarios for every single Azure customer are powered by ARG. It provides a single pane of glass to query cloud resources via a set of flexible standards with rich scalable, efficient constructs. 
These standards and toolsets are used by large customers and first party teams alike. ARG’s vision is to enable any customer (large to small) to organize, govern, secure, manage and explore their environments at-scale. Anything we design, develop, or deliver aligns with this vision. As of today, we return close to 6.5+ billion cloud resources per day through these standards to our customers and independent software vendors. This position is one of the core engineering functions and sits right in the center of the platform enabling various other connected engineering functions.Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond. .
Responsibilities
As a Software Engineer II in ARG, Azure Resource Graph you will drive few critical initiatives to help platform scale to the needs of growing Azure needs.You are responsible for the technical design and execution for building the necessary underlying systems to enable high throughput query-ability or high throughput ingestion-services in the platform with ambitious performance goals.Some of the areas in the platform need deeper knowledge in the area of Databases, Stores but it is optional. We believe someone who has proven deep in one computer science domain can replicate the same in other domains.Overall, your responsibilities include the blended intersection of distributed systems, programming language runtime internals, optional database internals to build the necessary infrastructure for Azure Inventory.Your responsibilities will extend developing deep business acumen about Azure. You will create clarity for the team and mentor junior members by creating a sense of purpose on this mission.
You have an optional qualification of mentoring interns or early college hires in the team.You exercise the power of design patterns when it comes to choices or decisions with practical knowledge of applying these patterns.You will provide desire and drive for acquiring strong technical knowledge, maintaining data and results-driven culture while closely working with cross function teams for the same connected mission.You will be a great team player and contributor to an open, honest, and inclusive approach to problem solving accommodating diverse perspectives. 
Qualifications
Required Qualifications:Bachelor's Degree in Computer Science or related technical field AND 2+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or PythonOR equivalent experience.1+ years of experience developing, deploying, monitoring and shipping scalable cloud services.
 Other Requirements: Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings:  Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter. Preferred Qualifications:3 years or more in deep hands-on working knowledge of building a true cloud-scale services.3+ year experience in one of the object-oriented programming languages like C#, Java, etc. with optional runtime internals knowledge.2+ years operational experience in running your service in one of the large-scale clouds like Azure, AWS, GCP.1+ years of experience in driving designs along with execution and accountability to deliver.#azurecorejobs 
Software Engineering IC3 - The typical base pay range for this role across the U.S. is USD $102,100 - $202,200 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $133,800 - $219,200 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here:
https://careers.microsoft.com/us/en/us-corporate-pay
This position will be open for a minimum of 5 days, with applications accepted on an ongoing basis until the position is filled.
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance with religious accommodations and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",onsite,Individual Contributor,Less than 25%
"Event Support Lead, Global Skilling",Integrated Learning & Skilling,"United States, Multiple Locations, Multiple Locations",2026-07-10,200042656,1970393556925926,microsoft,2026-07-12,2026-07-12,0.4465,Learning,Integrated Learning & Skilling,Full-Time,https://apply.careers.microsoft.com/careers/job/1970393556925926,"Event Support Lead, Global Skilling","Overview
Are you the person who loves building the systems that make big, complex events run like clockwork?At Global Skilling, our mission is to inspire every person and organization on the planet to reach their potential through learning. With technology evolving rapidly, having a skilled workforce is more important than ever. We believe that making learning accessible to all is key to fostering a diverse and inclusive culture, helping people excel both personally and professionally, and igniting innovation.We are looking for a new team member who is highly organized and operationally minded, to join our team as the Event Support Lead. In this role, you will own the shared event support function for the Global Skilling external events portfolio — creating scalable operating systems that free event owners to focus on experience quality, content, and execution. You will combine staffing strategy and readiness with portfolio operations: calendars, trackers, asset governance, SharePoint hygiene, reporting inputs, landing page and CTA coordination, SWAG planning, and cross-functional dependency management.About the teamOur team brings AI skilling to life at Microsoft’s biggest moments — Build, Ignite, the AI Tour, Frontier Transformation Week, the global AI Skills Fest, and a portfolio of third-party and field-led events. We don’t just present content; we turn learning into an experience. Attendees move from curious to capable through hands-on labs, live demos, credential moments, guided booth journeys, and gamified experiences (yes, there’s great SWAG, too). If you love the energy of an event and the satisfaction of helping thousands of people build real AI skills, you’ll feel right at home here. Microsoft’s mission is to empower every person and every organization on the planet to achieve more, and we’re dedicated to this mission across every aspect of our company. Our culture is centered on embracing a growth mindset and encouraging teams and leaders to bring their best each day. Join us and help shape the future of the world.
Responsibilities
Own event staffing strategy — recruitment, selection, readiness, training, and post-event feedback across event tiers.Build differentiated support models for flagship, tour, digital, third-party, field-led, and AI Skills Fest event motions.Manage the central events calendar and portfolio operating rhythm, including readiness trackers, dashboards, and dependency visibility.Coordinate landing pages, CTAs, reporting inputs, SharePoint/content hub hygiene, and reusable asset governance.Own SWAG strategy, planning, inventory visibility, refresh cadence, and reuse models in partnership with vendors where appropriate.Partner across stakeholders — event owners, business managers, finance, campaign, audience, field, vendors, and data — to surface risks, gaps, trade-offs, and escalation needs.Support quarterly planning, retrospectives, budget visibility, and continuous improvement across the event support model.Lead agentic process optimization, identifying workflows and processes ripe for AI optimization and leading the work to create and operationalize agents to improve productivityOtherEmbody our culture and values
Qualifications
Required/minimum QualificationsBachelor’s degree or equivalent AND 2+ years experience in learning and development, relevant technical roles, business development, field or sales, HR, customer success, collection management, research/restoration evaluation, industry, or program/project management, corporate educationOR Master’s Degree or equivalent AND 1+ year(s) experience in learning and development, relevant technical roles, business development, quota management, human resources (HR), customer success, collection management, research/restoration evaluation, industry, program/project management, or corporate educationOR  equivalent experience.Additional or Preferred Qualifications3+ years experience in event operations, program/project management, or marketing operations for large-scale or multi-event portfolios.Proficient organizational and systems-building skills — calendars, trackers, dashboards, and operating rhythms that scale across a portfolio.Experience coordinating staffing, readiness, and training for event teams and vendors.Proven ability to manage cross-functional dependencies and surface risks, trade-offs, and escalations proactively.Bachelor’s degree or equivalent AND 8+ years experience in learning and development, relevant technical roles, business development, field or sales, HR, customer success, collection management, research/restoration evaluation, industry, program/project management, or corporate educationOR Master’s Degree or equivalent AND 6+ years experience in learning and development, relevant technical roles, business development, field or sales, human resources (HR), customer success, collection management, research/restoration evaluation, industry, program/project management, or corporate educationOR equivalent experience. 
Integrated Learning & Skilling IC4 - The typical base pay range for this role across the U.S. is USD $97,600 - $188,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $125,000 - $206,400 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here:
https://careers.microsoft.com/us/en/us-corporate-pay
This position will be open for a minimum of 5 days, with applications accepted on an ongoing basis until the position is filled.
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance with religious accommodations and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",onsite,Individual Contributor,Less than 25%
Regional Security Operations Lead,Security,"United States, Multiple Locations, Multiple Locations",2026-07-10,200042986,1970393556927710,microsoft,2026-07-12,2026-07-12,0.3253,"Governance, Risk, & Compliance",Security,Full-Time,https://apply.careers.microsoft.com/careers/job/1970393556927710,Regional Security Operations Lead,"Overview
In alignment with our Microsoft values, we are committed to cultivating an inclusive work environment for all employees to positively impact our culture every day and we need you as a Regional Security Operations Lead.As a Regional Security Operations Lead in CO+I Physical Security, you will be part of a global team dedicated to delivering the most trustworthy security program to protect the personnel, infrastructure, data, and confidential information foundational to the Microsoft Cloud. You will be accountable for physical security operations at datacenters and other related facilities within in geographical areas of responsibilities and will manage Regional Security Operations Managers and Country Security Managers who are responsible for security operations in their respective sub-regions. You will lead teams in collaborating with stakeholders to meet collective security requirements and provide security capabilities, anticipate specific insecurity and security disruption (e.g., life safety, business operations, reputation) and lead discussions on developing strategies for mitigating risks and responding to residual risks. You will communicate risk analysis findings and root cause analysis reports to internal and external stakeholders and leaders. This opportunity will allow you to accelerate your leadership growth and develop deeper physical security acumen and global security program management. The Regional Security Operations Lead must be located in the applicable region and there is a flexible work opportunity to work from home partially or fully.Microsoft’s Cloud Operations & Innovation (CO+I) is the engine that powers our cloud services. As a Regional Security Operations Lead you will perform a key role in delivering the core infrastructure and foundational technologies for Microsoft's online services including Bing, Office 365, Xbox, OneDrive, and the Microsoft Azure platform. As a group, CO+I is focused on the personal and professional development for all employees and offers trainings and growth opportunities including Career Rotation Programs, Diversity & Inclusion trainings and events, and professional certifications.Our infrastructure is comprised of a large global portfolio of more than 200 datacenters in 32 countries and millions of servers. Our foundation is built upon and managed by a team of subject matter experts working to support services for more than 1 billion customers and 20 million businesses in over 90 countries worldwide.With environmental sustainability and optimization at the forefront of our datacenter design and operations, we continue to grow and evolve as we meet the ever-changing business demands that hold Microsoft as a world-class cloud provider.Do you want to empower billions across the world? Come and join us in CO+I and be at the forefront of the action!
Responsibilities
Security Program ManagementOversee and ensure the quality and high-performance delivery of one of the largest contract/vendor security guarding programs in the industry. Continuously assess and scorecard the vendors’ performance and staffing levels, recommend changes to reduce costs and optimize, ensure workplace health and safety programs are in place and running well, etc.Collaborate with peer teams and organizations to ensure the security operations team is aligned with broader strategy and initiatives, fully supporting leadership priorities, being good partners, helping reduce costs, time burden, and complexity, and being responsive trusted advisors.Strategically develops guidelines for teams to deliver specialized physical security services in geographical areas of responsibilities. Oversees teams monitoring, detecting, and responding to events across the organization.Security LeadershipAttract, develop and retain talent; deliver results through teamwork and effectively manage a team, where members are located in datacenter regions throughout multiple countries.Provides sound guidance to teams to design, implement, and monitor security controls to treat risks to infrastructure, business, people, and assets and then monitor the effectiveness of measures taken to modify risks.Receive escalations/notifications of physical security and business impacting incidents/events and provide strategic direction through security planning, risk management, and partnerships, while ensuring leadership is made initially and continuously aware when appropriate. The Lead is also responsible for ensuring appropriate personnel are managing the incident response effectively and teams coordinate activities with HR, legal, and authorities with jurisdiction as appropriate.Acts as a subject matter expert to create strategic alliances with Microsoft's internal and external clients/partners.OtherEmbody our culture and values.
Qualifications
Required Qualifications:8+ years' experience in Security Program or Program Management or related fieldOther Requirements: Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.Preferred Qualifications:Bachelor's Degree in Business Risks or related field AND 12+ years' experience in Security Program or Program ManagementOR equivalent experience.4+ years people management experienceIndustry security certifications such as CPP, PSP, or other relevant security certificationExperience with or exposure to regulatory and industry compliance frameworks and audits (e.g. ISO27001, SOC, PCI) 
Security M6 - The typical base pay range for this role across the U.S. is USD $130,900 - $277,200 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $165,600 - $303,600 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here:
https://careers.microsoft.com/us/en/us-corporate-pay
This position will be open for a minimum of 5 days, with applications accepted on an ongoing basis until the position is filled.
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance with religious accommodations and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",onsite,People Manager,50-75%
Global Sales Operations Program Manager,Sales Operations,"United States, Multiple Locations, Multiple Locations",2026-07-10,200041261,1970393556912931,microsoft,2026-07-11,2026-07-12,0.3533,Sales Enablement,Sales Operations,Full-Time,https://apply.careers.microsoft.com/careers/job/1970393556912931,Global Sales Operations Program Manager,"Overview
Are you energized by bringing order, rhythm, and consistency to how a global sales organization runs? Microsoft Elevate is dedicated to serving Education and Nonprofit customers, with a mission to widen the circle of opportunity by strengthening education, social impact, and workforce systems so people can thrive in the AI economy. As the Global Sales Operations Program Manager for Operational Excellence & Rhythm of Business, you design and sustain the operating rhythm that keeps this global business running with clarity, discipline, and predictability. This is a global, individual-contributor role focused on operational consistency — establishing the common processes, cadences, and standards that connect the front line to senior leadership. You own the end-to-end Rhythm of Business (RoB): the connected set of reviews and cadences that run from the manager and individual-contributor level all the way up to the monthly business review with our Corporate Vice President (CVP). You evaluate the systems and tools available across Microsoft, enable the ones that create the most value for Elevate's sales teams, and partner with reporting and analytics to define the standard data views that leaders rely on. Your ability to translate strategy into repeatable, well-run process — while reducing complexity and raising the quality of every business conversation — is central to helping Elevate teams spend more time with customers and partners. You partner closely with Sales Excellence, Finance, the reporting and analytics team, the Capacity Building Solutions (CBS) team, and sales excellence to align priorities and deliver a clean, consistent operating model worldwide. 
Responsibilities
Operational Consistency & Rhythm of Business (Primary) Own the design, documentation, and continuous improvement of Elevate's global Rhythm of Business — the connected cadence of reviews that runs from the manager and individual-contributor level up to the monthly business review with the CVP. Establish common operational processes, standards, and playbooks so teams across regions plan, review, and execute in a consistent, repeatable way. Define clear expectations, agendas, inputs, and expected outputs for each forum, ensuring every meeting has a purpose and results in decisions, actions, and accountability. Sequence and connect cadences so they ladder cleanly from the front line to leadership — minimizing duplication and preparation burden while maximizing customer- and partner-facing time. Drive global consistency in how business rules, terminology, and reporting standards are interpreted and applied across all regions. Maintain the operating calendar and governance model, including a clear, well-communicated process for in-year changes. Systems & Tools Evaluation and Enablement (Primary) Build a deep working knowledge of the systems and tools available across Microsoft's commercial organization — including capabilities used for planning, territory and partner alignment, forecasting, and reporting. Evaluate these tools against the specific needs of Elevate's sales teams and recommend the most relevant, highest-impact solutions to adopt. Lead the enablement and adoption of selected capabilities — including territory planning and partner-alignment tools — partnering with the teams who own them to land them effectively for Education and Nonprofit coverage. Assess trade-offs across impact, complexity, cost, and effort, and build clear recommendations and business cases for leadership. Reduce tool sprawl and complexity by standardizing on a common, well-supported toolset. Standard Data Views, Reporting & Analytics (Primary) Partner with the reporting and analytics team to define the standard set of data views used across the Rhythm of Business and various business reviews. Translate leadership questions into clear reporting requirements, ensuring views are consistent, trustworthy, and reusable across forums and levels. Establish a single-source-of-truth approach so the same metrics and definitions are used from the front line to the CVP review. Reduce manual reporting effort by driving toward stable, repeatable, and increasingly automated views. Champion data quality and consistency so leaders can make decisions with confidence. Capacity Building Solutions (CBS) Rhythm & Measurement Partner with the Capacity Building Solutions (CBS) team to standardize their operating rhythm and integrate it into the broader Elevate Rhythm of Business. Curate the appropriate measures, scorecards, and data views to give leaders a clear, consistent view of CBS performance. Align cadences, inputs, and outputs so CBS reviews connect cleanly to the overall business narrative. Stakeholder Engagement & Orchestration Partner with Sales Excellence, Finance, the reporting and analytics team, CBS, and segment leaders to align priorities and execution. Own a consistent communication cadence of clear, business-ready updates on operating rhythm, changes, risks, and decisions needed. Act as the connective tissue between strategy and execution, ensuring leaders at every level operate from a common, reliable process. Continuous Improvement Proactively identify and implement improvements across process, cadence, tooling, and reporting. Champion adoption of modern productivity and analytics capabilities (e.g., Copilot, Power BI, Excel, SharePoint) to improve efficiency and data quality. Gather and apply field feedback to keep the operating model simple, relevant, and effective. Other Embody our culture and values. Provide ad hoc sales, market, and business analysis or strategy as required. 
Qualifications
Required / Minimum Qualifications Bachelor's Degree in Business Administration, Marketing, Finance, Sales, Accounting, Information Systems, Social Sciences or related field AND 5+ years experience in sales operations, project management, analytics, compensation, sales performance analytics, finance/business analyst, process improvement, business development, consulting, finance, marketing, or a related field OR equivalent experience. Additional or Preferred Qualifications Master's Degree in Business Administration, Organizational Design, or related fieldOR Bachelor's Degree in Business Administration, Marketing, Finance, Sales, Accounting, Information Systems, Social Sciences, or related field AND 8+ years experience in sales operations, project management, analytics, compensation, sales performance analytics, finance/business analyst, process improvement, business development, consulting, finance, marketing, or a related field. Experience designing and running a Rhythm of Business or operating cadence for a large, multi-region organization, including executive-level reviews. Experience evaluating and enabling sales or business tools (e.g., planning, territory, CRM, or reporting systems) and driving adoption across teams. Hands-on proficiency with reporting and analytics tools (Power BI, Excel) and collaboration tools (SharePoint, Copilot). Demonstrated ability to drive global consistency across regions and time zones. Experience partnering with reporting and analytics teams to define standard data views, scorecards, and metric definitions.  
Sales Operations IC4 - The typical base pay range for this role across the U.S. is USD $97,600 - $188,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $125,000 - $206,400 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here:
https://careers.microsoft.com/us/en/us-corporate-pay
This position will be open for a minimum of 5 days, with applications accepted on an ongoing basis until the position is filled.
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance with religious accommodations and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",onsite,Individual Contributor,Less than 25%
"Senior Program Manager, Sales Onboarding Readiness",Integrated Learning & Skilling,"United States, Multiple Locations, Multiple Locations",2026-07-10,200042152,1970393556922640,microsoft,2026-07-10,2026-07-12,0.4848,Learning,Integrated Learning & Skilling,Full-Time,https://apply.careers.microsoft.com/careers/job/1970393556922640,"Senior Program Manager, Sales Onboarding Readiness","Overview
Come build a world-class sales organization with us! Onboarding is a strategic priority for our sales organization (MCAPS), laying the foundation for new employees to thrive in an AI-driven era. It’s about more than just training—it’s about building confidence, fostering belonging, and setting up our people for long-term success. As a Senior Program Manager on the Sales Onboarding Readiness team, you’ll play a pivotal role in delivering world-class, role-based onboarding experiences.  You will lead the onboarding strategy for specific MCAPS roles, partnering closely with business stakeholders and subject matter experts to design, validate, and scale impactful programs. We’re looking for a highly capable Senior Program Manager with a track record of driving complex, high-impact initiatives and collaborating across teams. If you’re passionate about learning, energized by innovation, and ready to help shape the future of sales skilling, this is your opportunity to make a significant impact at scale. Microsoft’s mission is to empower every person and every organization on the planet to achieve more, and we’re dedicated to this mission across every aspect of our company. Our culture is centered on embracing a growth mindset and encouraging teams and leaders to bring their best each day. Join us and help shape the future of the world.
Responsibilities
Lead  Onboarding Strategy: Design and deliver onboarding programs that accelerate readiness for roles across aligned solution areas, ensuring alignment with MCAPS priorities and business outcomes.Program Management Excellence: Own end-to-end program delivery, including planning, execution, stakeholder engagement, and continuous improvement.Cross-Solution Collaboration: Partner with business leaders, Integrated Learning stakeholders, and MCAPS enablement teams to ensure onboarding experiences are role-relevant, scalable, and measurable.Curriculum Differentiation: Curate and adapt onboarding content to reflect the unique needs of  priority roles, leveraging virtual modalities, agentic-first learning strategies, and role-based skilling plans.Automation & AI Agentic Integration: Leverage automation tools and AI agentic experiences to streamline onboarding workflows, personalize learning journeys, and enhance learner engagement and productivity.Stakeholder Engagement: Build strong relationships across the  ecosystem, including Sales Managers, Segment Leads, and Learning Strategy Owners, to drive adoption and feedback loops.Innovation & Experimentation: Pilot new onboarding formats and technologies to enhance learner engagement and impact.Data-Driven Decision Making: Use learner experience metrics, feedback, and business KPIs to inform program evolution and demonstrate value.Change Leadership: Navigate ambiguity and drive clarity in a fast-paced environment, iterating quickly to meet evolving business needs.OtherEmbody our culture and values
Qualifications
Required QualificationsBachelor's degree or equivalent AND 5+ years of experience in learning and development, relevant technical roles, business development, field or sales, HR, customer success, collection management, research/restoration evaluation, industry, or program/project management, corporate educationOR Master's Degree or equivalent 3+ year(s) experience in learning and development, relevant technical roles, business development, quota management, human resources (HR), customer success, collection management, research/restoration evaluation, industry, program/project management, or corporate education OR equivalent experience. Preferred Qualifications7 + years of experience in Program Management & Stakeholder Leadership, including demonstrated experience leading complex onboarding, enablement, sales readiness, or learning programs from strategy through execution, including cross-functional stakeholder management, change leadership, and continuous program improvement.3+ years in leading complex, cross-functional initiatives with measurable outcomes.Experience implementing automation and AI agentic learning solutions to improve onboarding efficiency and learner outcomes.Effective communication and storytelling skills, with the ability to synthesize complex information for diverse audiences.Growth mindset, resilience, and a passion for learner success and business impact.Familiarity with consultative selling motions and MCAPS solution areas, and how experienced hires build technical and consultative proficiency.Experience applying AI agentic and automation solutions to personalize and scale learning.Background designing measurement systems that connect skill-building to business KPIs. 
Integrated Learning & Skilling IC5 - The typical base pay range for this role across the U.S. is USD $116,900 - $203,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $148,400 - $222,600 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here:
https://careers.microsoft.com/us/en/us-corporate-pay
This position will be open for a minimum of 5 days, with applications accepted on an ongoing basis until the position is filled.
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance with religious accommodations and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",onsite,Individual Contributor,Less than 25%
"Multidisciplinary Manager, Industry Solutions Engineering (ISE) / Data Science",Data Science,"United States, Multiple Locations, Multiple Locations",2026-07-10,200018305,1970393556652525,microsoft,2026-06-05,2026-07-11,0.5262,"Research, Applied, & Data Sciences",Data Science,Full-Time,https://apply.careers.microsoft.com/careers/job/1970393556652525,"Multidisciplinary Manager, Industry Solutions Engineering (ISE) / Data Science","Overview
Do you enjoy solving problems, developing cutting-edge technical solutions, and working with customers? Do you want to join a team where learning about new technology is part of our work every day? Then, come join us! 
 
The Industry Solutions Engineering (ISE) team is a global engineering organization that works directly with customers looking to leverage the latest technologies to address their toughest challenges.   We are hiring a Multidisciplinary Manager, Industry Solutions Engineering (ISE), to lead a cross‑discipline engineering team, operating with a portfolio mindset to deliver high‑impact customer outcomes while coaching talent, modeling engineering excellence, and strengthening ISE’s multidisciplinary operating model.   As part of our team, you will thrive in working with a variety of technologies, not just Microsoft technology.  You will solve exciting business problems, contribute to open source, and collaborate with Microsoft product teams. You will enable the technical program managers on your team to apply their skills, creativity, and aspirations to benefit our customers and advance their careers.  We work closely with our customers’ engineers to jointly develop code for cloud-based solutions that can accelerate their organization. We work in collaboration with Microsoft product teams, partners, and open-source communities to empower our customers to do more with the cloud. We develop solutions side-by-side with our customers through collaborative innovation to solve their challenges. This work involves the development of broadly applicable, high-impact solution patterns and open-source software assets that contribute to the Microsoft platform.   Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.
Responsibilities
Lead a multidisciplinary engineering team, owning a portfolio of work to maximize customer and Microsoft value through strong portfolio and delivery leadership. Provide clear coaching, career development, and performance support for engineers across software engineering, technical program management, and data science, fostering growth in a multidisciplinary environment. Serve as a player‑coach by taking on selected engagements, modeling engineering fundamentals, customer‑obsessed execution, and inclusive, cross‑discipline collaboration. Partner with leadership and discipline managers to ensure healthy team rhythms and strong operational excellence across engagements. Contribute to a culture of continuous learning by elevating engineering practices, sharing reusable patterns and accelerators, and strengthening our multidisciplinary operating model.  Champion AI‑forward hypervelocity engineering by guiding teams to apply responsible AI practices, leverage accelerators and reusable patterns, and integrate emerging AI capabilities into customer solutions and delivery. Embody our culture and values. 
Qualifications
Required/minimum qualificationsDoctorate in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 5+ years data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results) OR Master's Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 7+ years data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results) OR Bachelor's Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 10+ years data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results) OR equivalent experience.3+ years people-management experience.Additional or preferred qualificationsDoctorate in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 10+ years data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results) OR Master's Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 12+ years data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results) OR Bachelor's Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 15+ years data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results) OR equivalent experience.7+ years people-management experience. #ISEngineering 
Data Science M5 - The typical base pay range for this role across the U.S. is USD $142,800 - $274,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $188,000 - $304,200 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here:
https://careers.microsoft.com/us/en/us-corporate-pay Data Science M6 - The typical base pay range for this role across the U.S. is USD $165,600 - $296,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $220,800 - $331,200 per year. Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here:
https://careers.microsoft.com/us/en/us-corporate-pay
This position will be open for a minimum of 5 days, with applications accepted on an ongoing basis until the position is filled.
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance with religious accommodations and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",onsite,People Manager,Less than 25%
